Datum;Uhrzeit;Bezeichnung;Intervall;TF32_AFZ;TF32_AFB;TB32_AFZ;TB32_AFB;TF32a_AFZ;TF32a_AFB;TB32a_AFZ;TB32a_AFB
04.12.2024;01:00;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:59;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:58;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:57;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:56;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:55;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:54;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:53;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:52;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:51;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:50;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:49;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:48;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:47;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:46;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:45;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:44;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:43;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:42;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:41;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:40;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:39;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:38;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:37;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:36;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:35;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:34;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:33;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:32;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:31;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:30;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:29;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:28;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:27;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:26;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:25;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:24;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:23;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:22;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:21;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:20;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:19;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:18;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:17;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:16;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:15;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:14;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:13;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:12;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:11;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:10;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:09;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:08;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:07;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:06;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:05;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:04;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:03;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:02;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:01;A124;1;0;0;0;0;0;0;0;0
04.12.2024;00:00;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:59;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:58;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:57;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:56;A124;1;1;1;0;0;0;0;0;0
03.12.2024;23:55;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:54;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:53;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:52;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:51;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:50;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:49;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:48;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:47;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:46;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:45;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:44;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:43;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:42;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:41;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:40;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:39;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:38;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:37;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:36;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:35;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:34;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:33;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:32;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:31;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:30;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:29;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:28;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:27;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:26;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:25;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:24;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:23;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:22;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:21;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:20;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:19;A124;1;0;0;0;0;0;0;0;0
03.12.2024;23:18;A124;1;0;0;0;0;0;0;0;0
