Datum;Uhrzeit;Bezeichnung;Intervall;TF41_AFZ;TF41_AFB;TB41_AFZ;TB41_AFB;TF41a_AFZ;TF41a_AFB;TB41a_AFZ;TB41a_AFB
20.07.2024;02:00;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:59;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:58;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:57;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:56;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:55;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:54;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:53;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:52;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:51;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:50;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:49;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:48;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:47;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:46;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:45;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:44;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:43;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:42;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:41;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:40;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:39;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:38;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:37;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:36;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:35;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:34;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:33;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:32;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:31;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:30;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:29;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:28;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:27;A 44;1;0;0;0;0;0;0;0;0
20.07.2024;01:26;A 44;1;0;0;0;0;0;0;0;0
