Datum;Uhrzeit;Bezeichnung;Intervall;TF32_AFZ;TF32_AFB;TBS32_AFZ;TBS32_AFB;TB32a_AFZ;TB32a_AFB;TBs32a_AFZ;TBs32a_AFB
16.04.2024;01:54;A166;1;0;0;0;0;0;0;0;0
16.04.2024;01:37;A166;1;0;0;0;0;0;0;0;0
16.04.2024;01:34;A166;1;0;0;0;0;0;0;0;0
16.04.2024;01:33;A166;1;0;0;0;0;0;0;0;0
16.04.2024;01:28;A166;1;0;0;0;0;0;0;0;0
16.04.2024;01:20;A166;1;0;0;0;0;0;0;0;0
16.04.2024;01:14;A166;1;0;0;0;0;0;0;0;0
16.04.2024;01:04;A166;1;0;0;0;0;0;0;0;0
16.04.2024;00:57;A166;1;0;0;0;0;0;0;0;0
16.04.2024;00:53;A166;1;0;0;0;0;0;0;0;0
16.04.2024;00:47;A166;1;0;0;0;0;0;0;0;0
16.04.2024;00:33;A166;1;0;0;0;0;0;0;0;0
16.04.2024;00:25;A166;1;0;0;0;0;0;0;0;0
16.04.2024;00:06;A166;1;0;0;0;0;0;0;0;0
15.04.2024;23:55;A166;1;0;0;0;0;0;0;0;0
15.04.2024;23:42;A166;1;0;0;0;0;0;0;0;0
15.04.2024;23:32;A166;1;0;0;0;0;0;0;0;0
15.04.2024;23:26;A166;1;0;0;0;0;0;0;0;0
15.04.2024;23:10;A166;1;0;0;0;0;0;0;0;0
15.04.2024;23:04;A166;1;0;0;0;0;0;0;0;0
15.04.2024;22:58;A166;1;0;0;0;0;0;0;0;0
15.04.2024;22:16;A166;1;0;0;0;0;0;0;0;0
15.04.2024;22:08;A166;1;0;0;0;0;0;0;0;0
15.04.2024;21:45;A166;1;0;0;0;0;0;0;0;0
15.04.2024;21:24;A166;1;0;0;0;0;0;0;0;0
15.04.2024;21:21;A166;1;0;0;0;0;0;0;0;0
15.04.2024;20:33;A166;1;0;0;0;0;0;0;0;0
15.04.2024;20:23;A166;1;0;0;0;0;0;0;0;0
15.04.2024;19:53;A166;1;0;0;0;0;0;0;0;0
15.04.2024;19:42;A166;1;0;0;0;0;0;0;0;0
15.04.2024;19:37;A166;1;0;0;0;0;0;0;0;0
15.04.2024;19:11;A166;1;0;0;0;0;0;0;0;0
15.04.2024;18:49;A166;1;0;0;0;0;0;0;0;0
15.04.2024;18:37;A166;1;0;0;0;0;0;0;0;0
15.04.2024;18:14;A166;1;0;0;0;0;0;0;0;0
15.04.2024;17:59;A166;1;0;0;0;0;0;0;0;0
15.04.2024;17:42;A166;1;0;0;0;0;0;0;0;0
15.04.2024;17:11;A166;1;0;0;0;0;0;0;0;0
15.04.2024;16:56;A166;1;0;0;0;0;0;0;0;0
15.04.2024;16:33;A166;1;0;0;0;0;0;0;0;0
15.04.2024;16:17;A166;1;0;0;0;0;0;0;0;0
15.04.2024;16:11;A166;1;0;0;0;0;0;0;0;0
15.04.2024;15:54;A166;1;0;0;0;0;0;0;0;0
15.04.2024;15:43;A166;1;0;0;0;0;0;0;0;0
15.04.2024;15:38;A166;1;0;0;0;0;0;0;0;0
15.04.2024;15:18;A166;1;0;0;0;0;0;0;0;0
15.04.2024;15:06;A166;1;0;0;0;0;0;0;0;0
15.04.2024;14:47;A166;1;0;0;0;0;0;0;0;0
15.04.2024;14:24;A166;1;0;0;0;0;0;0;0;0
15.04.2024;14:16;A166;1;0;0;0;0;0;0;0;0
15.04.2024;13:54;A166;1;0;0;0;0;0;0;0;0
15.04.2024;13:48;A166;1;0;0;0;0;0;0;0;0
15.04.2024;13:32;A166;1;0;0;0;0;0;0;0;0
15.04.2024;13:08;A166;1;2;3;4;8;0;0;0;0
15.04.2024;13:01;A166;1;0;0;0;0;0;0;0;0
15.04.2024;12:46;A166;1;0;0;0;0;0;0;0;0
15.04.2024;12:39;A166;1;0;0;0;0;0;0;0;0
15.04.2024;11:59;A166;1;0;0;0;0;0;0;0;0
15.04.2024;11:56;A166;1;0;0;0;0;0;0;0;0
15.04.2024;11:47;A166;1;0;0;0;0;0;0;0;0
15.04.2024;11:19;A166;1;0;0;0;0;0;0;0;0
15.04.2024;11:04;A166;1;0;0;0;0;0;0;0;0
15.04.2024;10:43;A166;1;0;0;0;0;0;0;0;0
15.04.2024;10:39;A166;1;0;0;0;0;0;0;0;0
15.04.2024;10:20;A166;1;0;0;0;0;0;0;0;0
15.04.2024;09:37;A166;1;0;0;0;0;0;0;0;0
15.04.2024;07:56;A166;1;0;0;0;0;0;0;1;1
15.04.2024;05:16;A166;1;0;0;0;0;0;0;0;0
15.04.2024;05:12;A166;1;0;0;0;0;0;0;0;0
15.04.2024;04:26;A166;1;0;0;0;0;0;0;0;0
