Datum;Uhrzeit;Bezeichnung;Intervall;V5Z;V5B;V11Z;V11B;V12Z;V12B;T35_sZ;T35_sB;T35_bZ;T35_bB;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B
16.04.2024;01:55;A173;1;4;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;01:38;A173;1;7;78;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;01:35;A173;1;10;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;01:34;A173;1;24;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;01:29;A173;1;14;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;01:21;A173;1;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;01:15;A173;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;01:05;A173;1;17;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;00:58;A173;1;15;61;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;00:54;A173;1;11;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;00:48;A173;1;12;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;00:34;A173;1;5;19;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;00:26;A173;1;11;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;00:07;A173;1;6;37;0;0;1;63;0;0;0;0;0;0;1;2;1;2;0;0;0;0;0;0
15.04.2024;23:56;A173;1;5;21;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
15.04.2024;23:43;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.04.2024;23:33;A173;1;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.04.2024;23:27;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.04.2024;23:11;A173;1;6;17;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.04.2024;23:05;A173;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.04.2024;22:59;A173;1;17;62;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.04.2024;22:17;A173;1;0;100;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.04.2024;22:09;A173;1;7;98;2;40;1;40;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
15.04.2024;21:46;A173;1;0;100;1;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.04.2024;21:25;A173;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
15.04.2024;21:22;A173;1;0;100;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
