Datum;Uhrzeit;Bezeichnung;Intervall;T1Z;T1B;T2Z;T2B
16.04.2024;01:35;A139;1;0;0;0;0
16.04.2024;01:34;A139;1;0;0;0;0
15.04.2024;07:57;A139;1;0;0;3;11
15.04.2024;04:27;A139;1;0;0;0;0
