Datum;Uhrzeit;Bezeichnung;Intervall;T1Z;T1B;T2Z;T2B
16.04.2024;01:35;A 58;1;0;0;0;0
16.04.2024;01:34;A 58;1;0;0;0;0
15.04.2024;04:27;A 58;1;0;0;0;0
