Datum;Uhrzeit;Bezeichnung;Intervall;V21_AnfZ;V21_AnfB;V81_AnfZ;V81_AnfB;V381_AnfZ;V381_AnfB;TF38_AnfZ;TF38_AnfB;TF38a_AnfZ;TF38a_AnfB;TBS38_AnfZ;TBS38_AnfB;TBS38a_AnfZ;TBS38a_AnfB
16.04.2024;01:34;A151;1;1;9;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;01:33;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;01:28;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;01:20;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;01:14;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;00:57;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;00:53;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;00:47;A151;1;0;3;0;0;0;0;0;0;1;2;0;0;0;0
16.04.2024;00:33;A151;1;1;6;1;7;0;0;0;0;0;0;0;0;0;0
16.04.2024;00:25;A151;1;3;26;1;5;0;0;0;0;0;0;0;0;0;0
15.04.2024;23:55;A151;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0
15.04.2024;23:42;A151;1;1;9;2;18;0;0;0;0;0;0;0;0;0;0
15.04.2024;23:32;A151;1;1;14;0;0;0;0;0;0;1;3;0;0;0;0
15.04.2024;23:26;A151;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0
15.04.2024;23:10;A151;1;3;36;2;14;0;0;0;0;0;0;0;0;0;0
15.04.2024;23:04;A151;1;0;0;1;7;0;0;0;0;1;0;0;0;0;0
15.04.2024;22:16;A151;1;2;25;2;14;0;0;0;0;0;0;0;0;0;0
15.04.2024;21:45;A151;1;2;24;3;25;0;0;0;0;0;0;0;0;0;0
15.04.2024;21:21;A151;1;2;19;1;10;0;0;0;0;1;2;0;0;0;0
15.04.2024;20:33;A151;1;3;54;3;22;0;0;0;0;0;0;0;0;0;0
15.04.2024;20:23;A151;1;0;0;2;26;0;0;0;0;2;4;0;0;0;0
15.04.2024;19:53;A151;1;1;36;0;0;0;0;0;0;1;1;0;0;0;0
15.04.2024;19:42;A151;1;1;56;1;49;0;0;0;0;2;21;0;0;0;0
15.04.2024;18:49;A151;1;2;57;6;24;0;0;0;0;4;10;0;0;0;0
15.04.2024;18:37;A151;1;2;48;2;21;0;0;0;0;3;10;0;0;0;0
15.04.2024;18:14;A151;1;3;55;4;41;0;0;0;0;7;17;0;0;0;0
15.04.2024;17:59;A151;1;3;57;16;59;0;0;0;0;1;1;0;0;0;0
15.04.2024;17:42;A151;1;3;63;6;32;1;3;0;0;4;10;0;0;0;0
15.04.2024;17:11;A151;1;1;86;5;69;0;0;0;0;3;32;0;0;0;0
15.04.2024;16:17;A151;1;3;22;6;62;0;0;0;0;3;5;0;0;0;0
15.04.2024;16:11;A151;1;0;83;0;80;0;0;0;0;3;11;1;1;1;1
15.04.2024;15:54;A151;1;4;55;2;95;0;0;0;0;2;9;0;0;0;0
15.04.2024;15:43;A151;1;2;72;4;57;0;0;0;0;6;40;1;1;1;1
15.04.2024;15:38;A151;1;2;67;2;38;0;0;0;0;3;39;3;5;0;0
15.04.2024;14:47;A151;1;4;37;10;11;0;0;0;0;3;7;0;0;0;0
15.04.2024;13:48;A151;1;4;31;5;64;0;0;0;0;5;8;0;0;0;0
15.04.2024;13:32;A151;1;4;49;2;67;0;0;0;0;1;18;2;5;0;0
15.04.2024;13:01;A151;1;5;48;5;18;0;0;0;0;1;3;0;0;1;1
15.04.2024;12:46;A151;1;2;69;0;0;0;0;0;0;1;23;0;0;0;0
15.04.2024;10:43;A151;1;3;52;1;51;0;0;0;0;1;9;0;0;0;0
15.04.2024;07:56;A151;1;2;23;0;37;0;0;0;0;5;20;1;1;1;1
15.04.2024;04:26;A151;1;3;8;0;0;0;0;0;0;0;0;0;0;0;0
