Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;T32Z;T32B;TB32Z;TB32B;V51Z;V51B;ST55Z;ST55B;TB33Z;TB33B;VK1_3StoerZ;VK1_3StoerB
26.11.2024;12:49;A 39;1;;;5;56;4;48;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:48;A 39;1;;;5;62;2;10;0;2;1;1;0;0;0;0;0;0
26.11.2024;12:47;A 39;1;;;4;23;2;12;1;7;0;0;0;0;0;0;0;0
26.11.2024;12:46;A 39;1;;;1;18;4;41;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:45;A 39;1;;;4;37;5;54;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:44;A 39;1;;;2;28;3;18;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:43;A 39;1;;;2;25;0;0;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:42;A 39;1;;;3;15;3;25;0;0;3;5;0;0;0;0;0;0
26.11.2024;12:41;A 39;1;;;4;46;5;33;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:40;A 39;1;;;2;25;5;47;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:39;A 39;1;;;3;27;8;60;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:38;A 39;1;;;2;20;2;11;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:37;A 39;1;;;3;25;4;86;3;9;0;0;0;0;0;0;0;0
26.11.2024;12:36;A 39;1;;;2;51;2;29;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:35;A 39;1;;;2;11;5;64;0;0;1;1;0;0;0;0;0;0
26.11.2024;12:34;A 39;1;;;2;12;4;49;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:33;A 39;1;;;4;16;3;27;0;0;1;1;0;0;0;0;0;0
26.11.2024;12:32;A 39;1;;;5;24;4;15;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:31;A 39;1;;;2;36;5;27;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:30;A 39;1;;;0;9;3;32;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:29;A 39;1;;;4;17;5;45;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:28;A 39;1;;;2;14;1;2;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:27;A 39;1;;;4;25;3;13;1;9;0;0;0;0;0;0;0;0
26.11.2024;12:26;A 39;1;;;2;17;3;27;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:25;A 39;1;;;3;31;2;16;0;0;1;1;0;0;0;0;0;0
26.11.2024;12:24;A 39;1;;;2;26;5;39;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:23;A 39;1;;;6;37;5;46;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:22;A 39;1;;;4;18;2;12;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:21;A 39;1;;;3;45;1;10;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:20;A 39;1;;;3;17;3;17;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:19;A 39;1;;;2;18;5;40;0;0;0;0;0;0;0;0;0;0
26.11.2024;12:18;A 39;1;;;3;33;1;10;0;0;0;0;0;0;0;0;0;0
