Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D31Z;D31B;D32Z;D32B;Anf_32Z;Anf_32B
30.05.2024;02:00;A182;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2
30.05.2024;01:59;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;01:58;A182;1;2;13;2;9;0;0;0;0;0;0;1;1;1;1;0;0
30.05.2024;01:57;A182;1;2;18;2;13;0;0;0;0;0;0;1;1;1;1;0;0
30.05.2024;01:56;A182;1;1;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;01:55;A182;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0
30.05.2024;01:54;A182;1;0;0;0;0;0;0;0;0;0;0;3;3;5;3;0;0
30.05.2024;01:53;A182;1;0;0;0;0;1;51;0;0;0;0;1;2;1;0;0;0
30.05.2024;01:52;A182;1;2;25;3;13;1;15;0;0;0;0;0;0;0;0;1;3
30.05.2024;01:51;A182;1;1;7;1;4;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;01:50;A182;1;1;7;1;7;3;76;0;0;0;0;0;0;0;0;0;0
30.05.2024;01:49;A182;1;1;11;1;5;1;44;0;0;0;0;0;0;1;1;0;0
30.05.2024;01:48;A182;1;0;0;0;0;1;66;0;0;0;0;0;0;0;0;0;0
30.05.2024;01:47;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;01:46;A182;1;0;7;1;6;0;5;0;0;0;0;0;0;0;0;0;0
30.05.2024;01:45;A182;1;1;4;0;0;3;40;0;0;0;0;0;0;4;4;0;0
30.05.2024;01:44;A182;1;0;0;0;0;2;29;0;0;0;0;1;3;1;1;0;0
30.05.2024;01:43;A182;1;3;11;2;11;0;0;0;0;0;0;1;1;2;4;0;0
30.05.2024;01:42;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;01:41;A182;1;1;9;1;4;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;01:40;A182;1;1;5;1;4;0;0;1;23;0;0;0;0;0;0;0;0
30.05.2024;01:39;A182;1;0;0;0;0;0;0;1;51;0;0;0;0;0;0;0;0
30.05.2024;01:38;A182;1;2;23;2;13;0;0;1;67;0;0;0;0;0;0;0;0
30.05.2024;01:37;A182;1;0;0;0;0;0;0;1;30;0;0;0;0;0;0;0;0
30.05.2024;01:36;A182;1;0;4;1;2;0;0;0;0;0;0;0;0;1;1;0;0
30.05.2024;01:35;A182;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
30.05.2024;01:34;A182;1;2;18;2;5;0;0;1;61;0;0;0;0;1;2;0;0
30.05.2024;01:33;A182;1;1;9;1;3;0;0;0;0;0;0;0;0;1;1;0;0
30.05.2024;01:32;A182;1;2;15;2;10;0;0;0;0;0;0;2;1;0;0;0;0
30.05.2024;01:31;A182;1;2;14;1;4;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;01:30;A182;1;0;0;1;4;2;23;0;0;0;0;1;1;3;2;0;0
30.05.2024;01:29;A182;1;0;0;0;0;1;59;0;0;0;0;0;0;1;1;0;0
30.05.2024;01:28;A182;1;0;0;2;11;1;4;0;30;0;0;0;0;0;0;0;0
30.05.2024;01:27;A182;1;0;0;0;0;0;0;1;70;0;0;0;0;0;0;0;0
30.05.2024;01:26;A182;1;1;12;1;3;1;45;0;0;0;0;0;0;1;1;0;0
30.05.2024;01:25;A182;1;2;12;2;9;2;31;0;0;0;0;0;0;1;1;0;0
30.05.2024;01:24;A182;1;1;9;1;3;0;0;0;0;0;0;2;1;2;2;0;0
30.05.2024;01:23;A182;1;1;3;2;7;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;01:22;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0
30.05.2024;01:21;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;01:20;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;01:19;A182;1;1;10;1;7;0;0;2;87;0;0;0;0;0;0;0;0
30.05.2024;01:18;A182;1;1;4;1;4;1;1;0;0;0;0;0;0;1;1;0;0
30.05.2024;01:17;A182;1;2;15;3;24;4;42;0;0;0;0;2;1;1;1;0;0
30.05.2024;01:16;A182;1;2;24;3;15;1;1;0;0;0;0;1;4;0;0;0;0
30.05.2024;01:15;A182;1;0;0;0;0;1;3;0;0;0;0;0;0;1;1;0;0
30.05.2024;01:14;A182;1;0;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;01:13;A182;1;4;31;4;11;0;26;0;0;0;0;2;1;0;0;0;0
30.05.2024;01:12;A182;1;0;0;0;0;2;8;0;40;0;0;0;0;0;0;0;0
30.05.2024;01:11;A182;1;2;12;2;6;0;0;1;4;0;0;0;0;0;0;0;0
30.05.2024;01:10;A182;1;0;0;0;0;1;56;0;56;0;0;1;1;1;1;0;0
30.05.2024;01:09;A182;1;2;12;2;7;1;29;1;23;0;0;2;1;1;1;0;0
30.05.2024;01:08;A182;1;0;0;0;0;1;3;0;0;0;0;4;5;0;0;0;0
30.05.2024;01:07;A182;1;0;0;0;0;1;2;0;0;0;0;2;1;2;1;0;0
30.05.2024;01:06;A182;1;0;0;0;0;1;1;0;0;0;0;2;1;2;2;0;0
30.05.2024;01:05;A182;1;1;23;2;13;1;86;0;0;0;0;1;1;1;1;0;0
30.05.2024;01:04;A182;1;1;5;1;4;0;0;0;0;0;0;0;0;1;1;0;0
30.05.2024;01:03;A182;1;1;3;1;12;0;8;0;0;0;0;2;1;3;2;0;0
30.05.2024;01:02;A182;1;1;17;2;9;1;28;0;0;0;0;0;0;0;0;0;0
30.05.2024;01:01;A182;1;0;0;0;0;1;41;0;0;0;0;0;0;0;0;0;0
30.05.2024;01:00;A182;1;1;7;1;5;1;10;1;25;0;0;2;1;2;2;0;0
30.05.2024;00:59;A182;1;2;10;2;6;0;0;0;0;0;0;0;0;0;0;1;1
30.05.2024;00:58;A182;1;1;7;1;4;0;0;0;0;0;0;0;0;2;2;0;0
30.05.2024;00:57;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;00:56;A182;1;1;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;00:55;A182;1;1;6;2;9;0;0;0;0;0;0;0;0;1;1;0;0
30.05.2024;00:54;A182;1;0;0;1;4;0;0;1;24;0;0;0;0;0;0;0;0
30.05.2024;00:53;A182;1;0;0;0;0;0;0;1;24;0;0;0;0;0;0;0;0
30.05.2024;00:52;A182;1;1;6;1;3;0;0;1;1;0;0;2;1;3;3;0;0
30.05.2024;00:51;A182;1;1;4;1;5;0;0;1;28;0;0;0;0;0;0;0;0
30.05.2024;00:50;A182;1;3;11;2;8;0;0;0;6;0;0;0;0;0;0;0;0
30.05.2024;00:49;A182;1;1;7;1;4;0;0;0;100;0;0;0;0;1;1;0;0
30.05.2024;00:48;A182;1;1;5;1;5;0;0;1;10;0;0;0;0;0;0;0;0
30.05.2024;00:47;A182;1;3;21;3;11;1;4;0;0;0;0;4;2;0;0;0;0
30.05.2024;00:46;A182;1;2;15;3;10;0;27;1;2;0;0;4;3;0;0;0;0
30.05.2024;00:45;A182;1;1;2;0;0;1;84;0;0;0;0;0;0;0;0;0;0
30.05.2024;00:44;A182;1;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;0
30.05.2024;00:43;A182;1;2;18;2;10;0;57;0;0;0;0;2;1;1;1;0;0
30.05.2024;00:42;A182;1;1;3;1;2;1;5;0;0;0;0;0;0;1;1;0;0
30.05.2024;00:41;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
30.05.2024;00:40;A182;1;1;6;1;3;0;0;0;0;0;0;0;0;2;3;0;0
30.05.2024;00:39;A182;1;2;11;2;9;0;0;0;0;0;0;0;0;1;8;0;0
30.05.2024;00:38;A182;1;1;9;1;4;0;86;0;0;0;0;0;0;0;0;0;0
30.05.2024;00:37;A182;1;1;6;2;7;1;14;0;0;0;0;2;1;1;1;0;0
30.05.2024;00:36;A182;1;1;10;1;6;0;0;0;0;0;0;2;1;2;2;0;0
30.05.2024;00:35;A182;1;1;5;1;3;0;0;0;0;0;0;1;1;1;2;0;0
30.05.2024;00:34;A182;1;1;8;1;4;1;42;0;0;0;0;5;24;0;0;0;0
30.05.2024;00:33;A182;1;1;7;3;15;1;76;0;0;0;0;0;0;2;2;0;0
30.05.2024;00:32;A182;1;0;0;2;6;1;1;0;29;0;0;5;3;1;1;0;0
30.05.2024;00:31;A182;1;1;5;1;2;1;0;1;75;0;0;1;1;2;1;0;0
30.05.2024;00:30;A182;1;4;36;3;25;0;0;0;0;0;0;1;1;0;0;0;0
30.05.2024;00:29;A182;1;1;5;0;0;0;0;1;1;0;0;0;0;1;1;0;0
30.05.2024;00:28;A182;1;0;0;0;0;0;53;2;2;0;0;2;3;1;2;0;0
30.05.2024;00:27;A182;1;0;0;2;8;1;39;0;0;0;0;0;0;0;0;0;0
30.05.2024;00:26;A182;1;2;18;2;7;0;0;0;0;0;0;1;1;1;1;0;0
30.05.2024;00:25;A182;1;1;7;1;6;1;5;1;52;0;0;0;0;2;3;0;0
30.05.2024;00:24;A182;1;1;2;1;11;0;0;0;0;0;0;0;0;2;2;0;0
30.05.2024;00:23;A182;1;1;3;2;8;0;33;0;0;0;0;0;0;1;1;1;1
30.05.2024;00:22;A182;1;3;17;3;17;1;4;0;0;0;0;0;0;0;0;0;0
30.05.2024;00:21;A182;1;1;17;3;33;2;14;0;8;0;0;0;0;0;0;0;0
30.05.2024;00:20;A182;1;2;27;2;6;1;39;1;31;0;0;0;0;1;1;0;0
30.05.2024;00:19;A182;1;1;4;1;3;0;0;0;0;0;0;4;2;1;1;0;0
30.05.2024;00:18;A182;1;1;6;2;7;0;0;0;0;0;0;1;1;2;4;0;0
30.05.2024;00:17;A182;1;2;5;2;3;0;0;0;0;0;0;1;1;5;3;0;0
30.05.2024;00:16;A182;1;1;5;1;4;0;0;0;33;0;0;0;0;1;1;0;0
30.05.2024;00:15;A182;1;1;2;2;7;0;0;2;10;0;0;2;3;0;0;0;0
30.05.2024;00:14;A182;1;1;17;2;7;0;0;0;0;0;0;2;1;0;0;0;0
30.05.2024;00:13;A182;1;2;24;0;0;3;68;4;9;0;0;0;0;1;1;0;0
30.05.2024;00:12;A182;1;0;0;1;4;1;42;0;0;0;0;1;1;1;1;0;0
30.05.2024;00:11;A182;1;1;6;1;4;2;52;0;0;0;0;0;0;1;1;0;0
30.05.2024;00:10;A182;1;1;14;2;6;1;1;0;0;0;0;0;0;1;3;1;7
30.05.2024;00:09;A182;1;0;0;1;2;2;79;1;67;0;0;0;0;2;2;0;0
