Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D21Z;D21B;D31Z;D31B;D41Z;D41B;D42Z;D42B;H57_M1_1137Z;H57_M1_1137B;A57_M2_1138Z;A57_M2_1138B;H53_M3_3006Z;H53_M3_3006B;A53_M5_3007Z;A53_M5_3007B;H53_M6_1140Z;H53_M6_1140B;D43Z;D43B;Power_onZ;Power_onB;Fiber_reserveZ;Fiber_reserveB;LLB-TestZ;LLB-TestB;SyncZ;SyncB;foultZ;foultB
15.12.2024;01:00;A  5;1;0;0;0;0;0;0;0;0;1;3;1;7;0;0;0;0;0;100;1;1;3;3;1;6;2;23;0;0;0;0;0;0;0;0
15.12.2024;00:59;A  5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;1;6;35;2;24;3;64;0;0;0;0;0;0;0;0
15.12.2024;00:58;A  5;1;0;0;1;1;0;0;1;7;0;0;0;0;0;0;1;0;2;75;0;0;2;46;1;0;1;54;0;0;0;0;0;0;0;0
15.12.2024;00:57;A  5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;6;3;48;0;23;2;51;2;20;0;0;0;0;0;0;0;0
15.12.2024;00:56;A  5;1;0;0;2;2;0;0;2;10;1;1;1;4;0;0;1;1;1;6;0;0;3;6;0;0;3;21;0;0;0;0;0;0;0;0
15.12.2024;00:55;A  5;1;0;0;0;0;0;31;0;31;0;0;0;0;0;0;0;0;0;0;1;0;4;16;0;0;2;28;0;0;0;0;0;0;0;0
15.12.2024;00:54;A  5;1;1;5;1;4;0;100;0;100;0;0;0;0;0;0;0;0;0;0;1;36;1;18;1;11;2;18;0;0;0;0;0;0;0;0
15.12.2024;00:53;A  5;1;0;0;0;0;1;10;1;10;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.12.2024;00:52;A  5;1;1;1;2;2;1;2;2;11;0;0;0;0;0;0;1;1;1;3;0;0;1;19;0;0;1;11;0;0;0;0;0;0;0;0
15.12.2024;00:51;A  5;1;0;0;1;2;0;0;1;11;0;0;0;0;0;0;2;1;0;0;1;23;0;0;1;9;1;6;2;3;0;0;0;0;0;0
