Datum;Uhrzeit;Bezeichnung;Intervall;D1Z;D1B;D2Z;D2B;FG35HZ;FG35HB;FG35WZ;FG35WB;TS_SchluesselschalterZ;TS_SchluesselschalterB;TS_WarteZ;TS_WarteB;TS_BrandmeldungZ;TS_BrandmeldungB;D3Z;D3B
07.05.2024;02:00;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2024;01:59;A102;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2024;01:58;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
07.05.2024;01:57;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
07.05.2024;01:56;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2024;01:55;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2024;01:54;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2024;01:53;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2024;01:52;A102;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2024;01:51;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2024;01:50;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2024;01:49;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2024;01:48;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2024;01:47;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2024;01:46;A102;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2024;01:45;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2024;01:44;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2024;01:43;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2024;01:42;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
