Datum;Uhrzeit;Bezeichnung;Intervall;V51Z;V51B;V111Z;V111B;V351Z;V351B;TF35Z;TF35B;TF35aZ;TF35aB;TBS35Z;TBS35B;TBS35aZ;TBS35aB;V1_IOZ;V1_IOB;V2_IOZ;V2_IOB;V3_IOZ;V3_IOB;MP_A81_MP3Z;MP_A81_MP3B;MP_A77_MP1Z;MP_A77_MP1B;MP_A51_MP4Z;MP_A51_MP4B;MP_A77_MP2Z;MP_A77_MP2B
16.12.2024;21:13;A 77;1;1;9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;21:12;A 77;1;1;13;1;9;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;21:11;A 77;1;2;15;2;16;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;21:10;A 77;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;21:09;A 77;1;1;12;1;19;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;21:08;A 77;1;4;14;2;10;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;21:07;A 77;1;1;8;2;14;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;21:06;A 77;1;2;14;1;8;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;21:05;A 77;1;1;6;2;16;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;21:04;A 77;1;0;0;1;19;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;21:03;A 77;1;1;18;1;10;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;21:02;A 77;1;2;21;2;11;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;21:01;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;21:00;A 77;1;1;10;1;11;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;20:59;A 77;1;0;0;1;22;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;20:58;A 77;1;0;15;1;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;20:57;A 77;1;2;7;3;10;2;10;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;20:56;A 77;1;0;0;1;27;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;20:55;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;20:54;A 77;1;1;13;1;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;20:53;A 77;1;1;12;1;21;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;20:52;A 77;1;0;0;1;12;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;20:51;A 77;1;0;0;2;24;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;20:50;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;20:49;A 77;1;2;18;1;30;1;13;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.12.2024;20:48;A 77;1;2;24;1;8;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
