Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;V22Z;V22B;D51Z;D51B;V52Z;V52B;D81Z;D81B;V82Z;V82B;D111Z;D111B;V112Z;V112B;TF32Z;TF32B;TF35Z;TF35B;TF38Z;TF38B;TF41Z;TF41B;TB32Z;TB32B;TB35Z;TB35B;TB38Z;TB38B;TB41Z;TB41B
16.12.2024;21:13;A 35;1;2;31;1;11;5;4;3;14;0;0;0;0;7;51;2;77;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;1
16.12.2024;21:12;A 35;1;3;8;1;6;2;2;4;8;2;2;1;4;5;7;5;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:11;A 35;1;0;14;0;0;5;9;2;55;0;0;1;3;6;19;4;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:10;A 35;1;1;12;0;0;3;3;5;21;0;0;0;0;6;8;3;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:09;A 35;1;1;8;1;9;4;6;4;17;0;0;0;0;7;7;3;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:08;A 35;1;0;0;0;0;1;3;3;7;0;0;0;0;3;4;3;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:07;A 35;1;1;1;1;6;2;2;4;9;0;0;0;0;3;4;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:06;A 35;1;0;0;0;0;1;0;1;3;0;0;1;7;5;8;1;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:05;A 35;1;2;0;1;9;3;9;4;14;0;0;0;0;2;2;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:04;A 35;1;2;13;2;10;2;1;3;6;1;7;1;5;3;4;3;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:03;A 35;1;0;0;0;0;2;2;4;19;1;18;4;11;6;11;3;37;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:02;A 35;1;1;29;2;13;3;4;6;27;0;0;0;0;3;3;6;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:01;A 35;1;3;66;1;6;4;8;4;20;1;1;0;0;3;3;4;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:00;A 35;1;1;1;0;0;1;0;2;1;1;1;1;6;4;6;5;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;20:59;A 35;1;0;0;0;0;5;45;4;65;2;0;1;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;20:58;A 35;1;0;0;0;0;1;0;0;0;1;0;1;4;2;2;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;20:57;A 35;1;0;0;0;0;3;2;4;10;0;0;0;0;4;6;1;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;20:56;A 35;1;0;0;0;0;5;18;5;35;0;0;1;13;4;40;2;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
