Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;V81Z;V81B;V82Z;V82B;V321Z;V321B;TF32aZ;TF32aB;TF32bZ;TF32bB;TBS32aZ;TBS32aB;TBS32bZ;TBS32bB;V1_IOZ;V1_IOB;V2_IOZ;V2_IOB;V3_IOZ;V3_IOB;EG21Z;EG21B;EG22Z;EG22B;EG23Z;EG23B;EG24Z;EG24B
16.12.2024;21:13;A 99;1;1;3;1;3;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;21:12;A 99;1;0;1;2;2;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;21:11;A 99;1;2;5;5;20;2;1;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;21:10;A 99;1;1;6;1;3;1;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;21:09;A 99;1;3;8;1;3;0;0;3;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;21:08;A 99;1;2;6;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;21:07;A 99;1;1;5;3;8;1;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;21:06;A 99;1;0;0;1;3;0;0;1;5;1;7;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;21:05;A 99;1;1;5;1;4;1;0;2;18;0;0;0;0;0;0;0;0;1;1;0;0;0;0;;;;;;;;;;
16.12.2024;21:04;A 99;1;1;3;0;0;0;0;3;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;21:03;A 99;1;4;15;4;7;0;0;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;21:02;A 99;1;3;7;2;8;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;21:01;A 99;1;1;3;1;3;0;0;4;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;21:00;A 99;1;1;5;3;12;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:59;A 99;1;3;11;1;1;0;0;2;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:58;A 99;1;5;23;6;15;1;3;1;12;0;0;0;0;0;1;0;0;0;2;0;0;0;0;;;;;;;;;;
16.12.2024;20:57;A 99;1;0;0;2;15;0;0;3;41;0;0;0;0;2;2;0;0;1;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:56;A 99;1;2;5;0;0;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:55;A 99;1;3;15;2;3;0;0;3;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:54;A 99;1;2;7;4;22;0;0;3;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:53;A 99;1;0;2;2;1;0;0;2;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:52;A 99;1;2;5;4;15;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:51;A 99;1;2;7;2;18;2;25;1;59;1;4;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:50;A 99;1;1;8;1;24;0;0;2;13;0;0;0;0;1;1;0;0;1;3;0;0;0;0;;;;;;;;;;
16.12.2024;20:49;A 99;1;1;6;4;12;1;1;5;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:48;A 99;1;1;12;1;3;0;0;5;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:47;A 99;1;1;2;3;6;0;0;2;18;1;14;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:46;A 99;1;1;4;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:45;A 99;1;1;3;1;4;0;0;3;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:44;A 99;1;1;4;0;0;1;0;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:43;A 99;1;1;2;4;9;0;0;3;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:42;A 99;1;0;0;5;9;1;5;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:41;A 99;1;3;15;5;10;1;0;3;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:40;A 99;1;0;0;3;10;0;0;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:39;A 99;1;1;4;1;8;0;0;1;19;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:38;A 99;1;3;5;2;2;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:37;A 99;1;0;0;1;3;2;3;3;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:36;A 99;1;2;9;4;14;0;0;2;12;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:35;A 99;1;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:34;A 99;1;1;2;3;7;0;0;3;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:33;A 99;1;1;1;3;13;0;0;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:32;A 99;1;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:31;A 99;1;1;5;4;13;3;2;2;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:30;A 99;1;1;4;5;14;2;2;5;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:29;A 99;1;2;7;4;21;1;0;3;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:28;A 99;1;2;7;4;11;0;0;2;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:27;A 99;1;1;5;6;9;0;0;3;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:26;A 99;1;2;6;2;7;0;0;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:25;A 99;1;0;0;2;2;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:24;A 99;1;1;9;2;5;1;1;2;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:23;A 99;1;3;15;3;19;0;0;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:22;A 99;1;0;0;2;12;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:21;A 99;1;1;2;4;12;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:20;A 99;1;1;0;3;6;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:19;A 99;1;2;10;1;8;3;2;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:18;A 99;1;0;0;2;2;0;0;3;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:17;A 99;1;1;7;1;2;1;0;4;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:16;A 99;1;3;7;4;19;0;0;4;61;1;4;0;0;1;1;0;0;1;1;0;0;0;0;;;;;;;;;;
16.12.2024;20:15;A 99;1;3;27;3;32;2;2;3;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:14;A 99;1;3;22;3;26;0;0;4;16;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:13;A 99;1;2;21;2;18;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:12;A 99;1;0;0;2;62;0;0;1;4;1;8;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:11;A 99;1;0;36;1;15;1;3;4;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:10;A 99;1;2;15;1;8;2;1;5;20;1;6;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:09;A 99;1;1;39;2;46;0;0;3;30;0;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:08;A 99;1;2;9;1;6;0;0;3;22;1;2;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:07;A 99;1;2;4;2;11;1;1;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:06;A 99;1;1;39;1;29;0;0;3;12;0;0;1;1;0;0;1;1;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:05;A 99;1;5;18;3;28;1;1;3;9;1;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:04;A 99;1;4;44;2;43;1;1;4;28;1;7;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:03;A 99;1;0;0;1;5;0;0;3;39;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:02;A 99;1;1;35;6;29;1;21;4;59;1;6;0;0;0;0;0;0;1;1;0;0;0;0;;;;;;;;;;
16.12.2024;20:01;A 99;1;1;7;1;7;1;1;2;12;1;0;2;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;20:00;A 99;1;1;3;1;11;1;49;3;56;0;0;0;0;1;1;0;0;1;1;0;0;0;0;;;;;;;;;;
16.12.2024;19:59;A 99;1;0;0;1;2;2;1;4;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:58;A 99;1;1;20;3;20;1;2;0;20;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:57;A 99;1;2;6;5;29;0;0;3;23;1;6;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:56;A 99;1;2;9;1;5;0;0;3;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:55;A 99;1;3;8;4;10;1;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:54;A 99;1;1;3;6;19;1;1;7;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:53;A 99;1;5;14;3;15;0;0;2;14;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:52;A 99;1;0;0;0;0;0;0;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:51;A 99;1;8;17;3;8;0;0;2;30;0;0;0;0;0;0;0;0;1;1;0;0;0;0;;;;;;;;;;
16.12.2024;19:50;A 99;1;0;0;0;9;1;1;3;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:49;A 99;1;2;6;1;6;1;1;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:48;A 99;1;1;4;1;4;3;5;5;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:47;A 99;1;6;13;2;17;1;2;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:46;A 99;1;1;4;2;3;2;1;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:45;A 99;1;1;7;4;14;0;0;3;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:44;A 99;1;1;2;0;0;0;0;3;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:43;A 99;1;2;4;4;12;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:42;A 99;1;3;11;3;5;0;0;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:41;A 99;1;1;1;1;8;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:40;A 99;1;2;5;5;19;0;0;2;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:39;A 99;1;4;37;2;6;2;1;3;21;2;8;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:38;A 99;1;4;18;2;12;0;0;5;26;0;0;1;1;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:37;A 99;1;3;7;1;5;1;1;4;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:36;A 99;1;3;10;6;19;2;1;2;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:35;A 99;1;2;16;2;3;5;4;2;16;0;0;0;0;0;0;0;0;1;1;0;0;0;0;;;;;;;;;;
16.12.2024;19:34;A 99;1;1;4;2;2;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:33;A 99;1;7;18;5;10;1;0;3;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:32;A 99;1;1;3;0;0;2;1;6;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:31;A 99;1;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:30;A 99;1;4;31;4;14;1;0;3;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:29;A 99;1;4;10;2;10;1;1;2;10;0;0;0;0;1;1;0;0;1;1;0;0;0;0;;;;;;;;;;
16.12.2024;19:28;A 99;1;0;0;2;12;0;0;1;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:27;A 99;1;4;11;6;23;0;0;3;23;0;0;1;1;0;0;1;1;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:26;A 99;1;1;34;1;23;1;7;0;51;1;9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.12.2024;19:25;A 99;1;1;2;2;9;0;0;2;17;0;0;0;0;0;0;1;4;0;0;0;0;0;0;;;;;;;;;;
