Datum;Uhrzeit;Bezeichnung;Intervall;T1Z;T1B;T2Z;T2B;D23Z;D23B;V24Z;V24B;D81Z;D81B;D82Z;D82B;D83Z;D83B;V84Z;V84B;TF38Z;TF38B;TB38Z;TB38B;TF38aZ;TF38aB;TB38aZ;TB38aB;VK1_iOZ;VK1_iOB;VK2_iOZ;VK2_iOB
16.12.2024;21:13;A 61;1;2;1;2;1;2;1;1;8;3;0;2;2;1;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:12;A 61;1;1;0;3;3;3;3;1;16;7;1;3;3;4;4;2;12;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:11;A 61;1;1;0;1;1;1;1;1;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:10;A 61;1;1;0;2;2;2;2;3;14;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:09;A 61;1;4;3;4;4;4;5;3;25;1;0;4;4;4;4;1;19;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:08;A 61;1;2;2;1;0;1;0;0;4;1;0;2;2;2;2;2;10;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:07;A 61;1;4;5;3;2;3;3;4;17;2;1;4;5;4;5;2;23;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:06;A 61;1;1;0;2;2;3;3;2;18;1;0;2;2;2;2;2;11;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:05;A 61;1;2;0;2;1;2;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:04;A 61;1;3;5;2;1;2;2;1;10;2;0;2;2;2;2;2;11;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:03;A 61;1;0;0;0;0;0;0;0;0;1;0;3;3;3;3;2;15;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:02;A 61;1;2;1;2;1;2;2;2;15;6;1;2;2;2;2;1;12;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:01;A 61;1;4;2;4;4;4;5;2;26;4;0;4;4;1;1;1;24;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;21:00;A 61;1;2;1;2;1;1;1;1;18;0;0;0;0;3;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;20:59;A 61;1;2;0;3;2;4;3;4;25;1;0;1;1;2;2;1;15;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;20:58;A 61;1;1;0;2;1;2;2;1;13;0;0;2;1;1;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;20:57;A 61;1;1;1;0;0;0;0;0;0;0;0;2;1;2;1;1;9;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;20:56;A 61;1;2;1;2;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;20:55;A 61;1;1;0;1;0;3;3;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;20:54;A 61;1;3;3;4;5;2;3;2;30;2;0;3;2;1;1;3;7;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;20:53;A 61;1;2;1;2;1;5;3;3;15;6;0;3;2;3;3;3;20;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;20:52;A 61;1;1;1;2;2;2;2;3;16;8;1;2;1;3;3;1;9;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;20:51;A 61;1;1;0;1;1;1;1;1;9;0;0;2;2;3;2;3;13;0;0;0;0;0;0;0;0;0;0;0;0
16.12.2024;20:50;A 61;1;1;0;1;1;1;1;1;6;5;1;3;3;3;3;2;19;0;0;0;0;0;0;0;0;0;0;0;0
