Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;TF32Z;TF32B;TF32aZ;TF32aB;TB32Z;TB32B;TB32aZ;TB32aB;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B
16.12.2024;21:13;A127;1;2;20;5;12;0;0;0;0;0;0;0;0;;;;;;;;;;;;
16.12.2024;21:12;A127;1;1;18;1;6;0;0;0;0;0;0;0;0;;;;;;;;;;;;
16.12.2024;21:11;A127;1;1;3;3;29;1;0;0;0;0;0;0;0;;;;;;;;;;;;
16.12.2024;21:10;A127;1;1;6;8;26;0;0;0;0;0;0;0;0;;;;;;;;;;;;
16.12.2024;21:09;A127;1;2;12;1;8;0;0;0;0;0;0;0;0;;;;;;;;;;;;
16.12.2024;21:08;A127;1;5;32;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;
16.12.2024;21:07;A127;1;1;8;1;3;0;0;0;0;0;0;0;0;;;;;;;;;;;;
16.12.2024;21:06;A127;1;1;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
16.12.2024;21:05;A127;1;2;21;1;5;0;0;0;0;0;0;0;0;;;;;;;;;;;;
16.12.2024;21:04;A127;1;2;15;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
16.12.2024;21:03;A127;1;1;8;3;11;0;0;0;0;0;0;0;0;;;;;;;;;;;;
16.12.2024;21:02;A127;1;0;0;3;17;0;0;0;0;0;0;0;0;;;;;;;;;;;;
16.12.2024;21:01;A127;1;0;0;3;9;0;0;0;0;0;0;0;0;;;;;;;;;;;;
16.12.2024;21:00;A127;1;2;12;3;10;1;1;0;0;0;0;0;0;;;;;;;;;;;;
16.12.2024;20:59;A127;1;2;12;2;16;0;0;0;0;0;0;0;0;;;;;;;;;;;;
16.12.2024;20:58;A127;1;3;19;4;18;0;0;0;0;0;0;0;0;;;;;;;;;;;;
16.12.2024;20:57;A127;1;3;26;4;11;0;0;0;0;0;0;0;0;;;;;;;;;;;;
16.12.2024;20:56;A127;1;1;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
