Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D57Z;D57B;A5_M1_460Z;A5_M1_460B;A57_M2_464Z;A57_M2_464B;T7_8Z;T7_8B;D43Z;D43B
25.02.2024;01:00;A 10;1;0;0;1;1;0;0;1;7;0;0;1;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;;;;
25.02.2024;00:59;A 10;1;1;2;1;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;4;65;1;1;0;0;0;0;0;0;;;;
25.02.2024;00:58;A 10;1;1;1;1;1;0;0;0;0;2;53;2;50;3;5;1;1;3;5;0;0;0;0;0;0;1;2;0;0;;;;
25.02.2024;00:57;A 10;1;1;3;2;2;0;0;0;0;0;0;0;76;0;0;0;0;0;2;0;53;0;0;0;0;0;0;0;0;;;;
25.02.2024;00:56;A 10;1;1;2;1;1;0;0;0;0;3;63;2;5;3;5;3;5;3;5;1;58;0;0;0;0;0;0;0;0;;;;
25.02.2024;00:55;A 10;1;2;6;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;26;1;5;0;0;0;0;0;0;;;;
25.02.2024;00:54;A 10;1;3;3;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;37;0;0;0;0;0;0;;;;
25.02.2024;00:53;A 10;1;0;0;0;0;0;0;0;0;0;12;0;0;1;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;
25.02.2024;00:52;A 10;1;0;0;0;0;1;1;0;0;1;31;0;0;1;1;0;0;1;2;2;7;0;0;0;0;0;0;0;0;;;;
25.02.2024;00:51;A 10;1;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;3;0;0;0;0;1;64;0;0;0;0;;;;
25.02.2024;00:50;A 10;1;1;2;0;0;0;0;0;0;0;78;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;;;;
25.02.2024;00:49;A 10;1;0;0;2;3;1;1;0;0;2;44;0;0;1;1;1;2;0;0;1;1;1;1;0;0;0;0;0;0;;;;
25.02.2024;00:48;A 10;1;0;0;1;2;0;0;0;0;1;43;1;2;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;;;;
25.02.2024;00:47;A 10;1;0;0;1;1;0;0;0;0;2;68;1;1;1;2;0;0;3;7;1;3;0;0;0;0;0;0;0;0;;;;
25.02.2024;00:46;A 10;1;0;0;0;0;0;0;0;0;1;49;0;0;3;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;
25.02.2024;00:45;A 10;1;0;0;2;3;0;0;0;0;0;1;1;0;1;1;0;0;2;4;0;0;0;0;0;0;0;0;0;0;;;;
25.02.2024;00:44;A 10;1;0;0;1;1;0;0;0;0;1;0;1;1;3;5;1;1;3;6;2;70;0;0;1;21;0;0;0;0;;;;
25.02.2024;00:43;A 10;1;0;0;2;3;1;1;0;0;1;1;1;2;1;1;0;0;2;6;1;28;0;0;0;0;0;0;0;0;;;;
25.02.2024;00:42;A 10;1;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;2;26;0;0;0;0;0;0;0;0;;;;
25.02.2024;00:41;A 10;1;0;0;1;1;1;1;1;57;0;0;1;1;0;0;0;0;0;0;1;17;0;0;0;0;0;0;0;0;;;;
25.02.2024;00:40;A 10;1;2;5;0;0;1;2;0;0;0;0;0;0;0;0;2;3;3;8;1;10;0;0;0;0;0;0;0;0;;;;
25.02.2024;00:39;A 10;1;1;2;3;6;0;0;1;3;0;0;0;0;1;1;0;0;3;6;1;62;0;0;0;0;0;0;0;0;;;;
25.02.2024;00:38;A 10;1;1;2;0;0;1;1;0;0;0;0;0;0;1;2;1;1;4;8;0;0;1;66;0;0;0;0;0;0;;;;
25.02.2024;00:37;A 10;1;1;2;1;1;0;0;0;0;1;53;0;0;0;0;0;0;4;9;1;59;1;56;0;0;0;0;0;0;;;;
25.02.2024;00:36;A 10;1;1;3;1;1;2;4;0;0;2;79;2;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;
25.02.2024;00:35;A 10;1;3;7;1;1;0;0;1;1;4;58;2;6;2;3;2;2;3;7;0;0;0;33;1;34;0;0;1;2;;;;
25.02.2024;00:34;A 10;1;0;0;2;3;1;1;0;0;0;42;0;0;2;34;2;1;1;2;2;15;1;58;0;0;0;0;0;0;;;;
25.02.2024;00:33;A 10;1;0;0;1;2;0;0;0;0;1;34;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;
25.02.2024;00:32;A 10;1;2;3;2;3;2;2;0;0;0;0;1;1;1;1;1;1;3;8;0;0;0;0;0;0;0;0;0;0;;;;
25.02.2024;00:31;A 10;1;0;0;1;1;0;0;0;0;1;3;1;3;0;0;0;0;0;0;1;1;1;2;0;0;0;0;0;0;;;;
