Datum;Uhrzeit;Bezeichnung;Intervall;TF32Z;TF32B;TB32Z;TB32B;TF32aZ;TF32aB;TB32aZ;TB32aB
10.05.2024;22:57;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:56;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:55;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:54;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:53;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:52;A140;1;1;1;0;0;0;0;0;0
10.05.2024;22:51;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:50;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:49;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:48;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:47;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:46;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:45;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:44;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:43;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:42;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:41;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:40;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:39;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:38;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:37;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:36;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:35;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:34;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:33;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:32;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:31;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:30;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:29;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:28;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:27;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:26;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:25;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:24;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:23;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:22;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:21;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:20;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:19;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:18;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:17;A140;1;0;0;0;0;0;0;0;0
10.05.2024;22:16;A140;1;0;0;0;0;0;0;0;0
