Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;T32Z;T32B;TB32Z;TB32B;V51Z;V51B;ST55Z;ST55B;TB33Z;TB33B;VK1_3StoerZ;VK1_3StoerB
14.04.2024;08:54;A 39;1;;;1;6;1;2;0;0;0;0;0;0;0;0;0;0
14.04.2024;08:53;A 39;1;;;4;20;1;4;0;0;0;0;0;0;0;0;0;0
14.04.2024;08:52;A 39;1;;;0;0;2;6;0;0;0;0;0;0;0;0;0;0
14.04.2024;08:51;A 39;1;;;1;9;1;3;0;0;0;0;0;0;0;0;0;0
14.04.2024;08:02;A 39;1;;;1;6;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;08:01;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;08:00;A 39;1;;;1;5;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;07:59;A 39;1;;;1;5;1;3;0;0;0;0;0;0;0;0;0;0
14.04.2024;07:10;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;07:09;A 39;1;;;1;11;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;07:08;A 39;1;;;1;0;1;3;0;0;0;0;0;0;0;0;0;0
14.04.2024;07:07;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;06:18;A 39;1;;;1;6;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;06:17;A 39;1;;;1;11;4;25;0;0;0;0;0;0;0;0;0;0
14.04.2024;06:16;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;06:15;A 39;1;;;1;2;1;8;0;0;0;0;0;0;0;0;0;0
14.04.2024;03:40;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
