Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D41Z;D41B;D42Z;D42B;T1Z;T1B;T2Z;T2B;T3Z;T3B;T4Z;T4B
14.04.2024;08:55;A 19;1;0;0;0;0;1;28;0;0;0;0;1;2;0;0
14.04.2024;08:54;A 19;1;2;28;0;39;0;0;0;0;0;0;0;0;2;1
14.04.2024;08:53;A 19;1;0;44;1;52;1;2;0;0;0;0;0;0;0;0
14.04.2024;08:52;A 19;1;1;58;1;60;0;0;0;0;0;0;0;0;0;0
14.04.2024;08:03;A 19;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0
14.04.2024;08:02;A 19;1;0;11;0;11;1;50;0;0;0;0;0;0;0;0
14.04.2024;08:01;A 19;1;0;100;1;24;1;1;1;1;0;0;0;0;0;0
14.04.2024;08:00;A 19;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;07:11;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;07:10;A 19;1;0;0;1;69;0;0;0;0;0;0;1;3;0;0
14.04.2024;07:09;A 19;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0
14.04.2024;07:08;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;06:19;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;06:18;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;06:17;A 19;1;0;0;0;0;1;32;0;0;0;0;0;0;0;0
14.04.2024;06:16;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;03:41;A 19;1;0;0;0;0;1;25;0;0;0;0;0;0;0;0
