Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;TF32Z;TF32B;TB32Z;TB32B;VK1_2StoerZ;VK1_2StoerB
15.04.2024;00:50;A150;1;0;0;1;5;0;0;0;0;0;0
14.04.2024;17:46;A150;1;1;19;1;5;0;0;0;0;0;0
14.04.2024;15:06;A150;1;4;26;7;29;0;0;0;0;0;0
14.04.2024;08:54;A150;1;1;8;1;13;0;0;0;0;0;0
14.04.2024;08:53;A150;1;0;0;0;0;0;0;0;0;0;0
14.04.2024;08:52;A150;1;1;6;1;7;1;1;1;1;0;0
14.04.2024;08:51;A150;1;2;6;2;14;0;0;0;0;0;0
14.04.2024;08:02;A150;1;0;0;0;0;0;0;0;0;0;0
14.04.2024;08:01;A150;1;1;6;0;0;0;0;0;0;0;0
14.04.2024;08:00;A150;1;0;0;0;0;0;0;0;0;0;0
14.04.2024;07:59;A150;1;1;6;1;0;0;0;0;0;0;0
14.04.2024;07:10;A150;1;0;0;0;0;0;0;0;0;0;0
14.04.2024;07:09;A150;1;0;0;1;6;0;0;0;0;0;0
14.04.2024;07:08;A150;1;0;5;0;0;0;0;0;0;0;0
14.04.2024;07:07;A150;1;1;3;0;0;0;0;0;0;0;0
14.04.2024;06:18;A150;1;3;4;1;4;0;0;0;0;0;0
14.04.2024;06:17;A150;1;0;0;0;0;0;0;0;0;0;0
14.04.2024;06:16;A150;1;0;0;0;0;0;0;0;0;0;0
14.04.2024;06:15;A150;1;0;0;0;0;0;0;0;0;0;0
14.04.2024;03:40;A150;1;0;0;1;7;0;0;0;0;0;0
