Datum;Uhrzeit;Bezeichnung;Intervall;TF41_AFZ;TF41_AFB;TB41_AFZ;TB41_AFB;TF41a_AFZ;TF41a_AFB;TB41a_AFZ;TB41a_AFB
14.04.2024;08:54;A115;1;0;0;0;0;0;0;0;0
14.04.2024;08:53;A115;1;0;0;0;0;0;0;0;0
14.04.2024;08:52;A115;1;0;0;0;0;0;0;0;0
14.04.2024;08:51;A115;1;0;0;0;0;0;0;0;0
14.04.2024;08:02;A115;1;0;0;0;0;0;0;0;0
14.04.2024;08:01;A115;1;0;0;0;0;0;0;0;0
14.04.2024;08:00;A115;1;0;0;0;0;0;0;0;0
14.04.2024;07:59;A115;1;0;0;0;0;0;0;0;0
14.04.2024;07:10;A115;1;0;0;0;0;0;0;0;0
14.04.2024;07:09;A115;1;0;0;0;0;0;0;0;0
14.04.2024;07:08;A115;1;0;0;0;0;0;0;0;0
14.04.2024;07:07;A115;1;0;0;0;0;0;0;0;0
14.04.2024;06:18;A115;1;0;0;0;0;0;0;0;0
14.04.2024;06:17;A115;1;0;0;0;0;0;0;0;0
14.04.2024;06:16;A115;1;0;0;0;0;0;0;0;0
14.04.2024;06:15;A115;1;0;0;0;0;0;0;0;0
14.04.2024;03:40;A115;1;0;0;0;0;0;0;0;0
