Datum;Uhrzeit;Bezeichnung;Intervall;V5Z;V5B;V11Z;V11B;V12Z;V12B;T35_sZ;T35_sB;T35_bZ;T35_bB;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B
15.04.2024;01:55;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.04.2024;01:47;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.04.2024;01:24;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.04.2024;00:51;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.04.2024;00:36;A173;1;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.04.2024;00:29;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;23:25;A173;1;1;13;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;23:19;A173;1;1;5;5;11;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;22:52;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;22:27;A173;1;8;23;1;3;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;22:14;A173;1;2;19;1;12;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;22:00;A173;1;5;10;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;21:41;A173;1;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;21:23;A173;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;21:19;A173;1;4;20;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;20:40;A173;1;7;18;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;20:17;A173;1;3;14;1;4;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;20:08;A173;1;4;82;1;4;7;64;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
14.04.2024;18:05;A173;1;8;24;8;26;3;7;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;17:59;A173;1;5;20;0;0;6;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;17:53;A173;1;3;10;3;18;3;6;1;2;1;5;1;2;1;2;0;0;0;0;0;0;0;0
14.04.2024;17:47;A173;1;3;12;8;22;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;17:41;A173;1;2;61;1;6;3;49;0;0;0;0;0;0;1;2;1;2;0;0;0;0;0;0
14.04.2024;17:18;A173;1;3;15;3;21;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;17:01;A173;1;0;0;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;16:59;A173;1;0;0;3;22;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;15:47;A173;1;3;8;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;15:07;A173;1;5;19;2;24;2;4;0;0;0;0;0;0;0;0;0;0;1;2;1;2;1;2
14.04.2024;13:44;A173;1;3;11;3;11;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;13:36;A173;1;2;9;3;41;1;2;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;12:41;A173;1;12;27;3;28;3;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;11:55;A173;1;12;49;1;4;4;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;11:21;A173;1;10;55;0;0;3;6;1;3;1;5;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;11:18;A173;1;4;53;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;10:45;A173;1;8;34;3;7;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;10:41;A173;1;3;53;1;4;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;09:20;A173;1;1;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;09:12;A173;1;5;10;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;08:55;A173;1;3;99;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2
14.04.2024;08:54;A173;1;5;66;1;12;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
14.04.2024;08:53;A173;1;0;100;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;08:52;A173;1;6;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;08:47;A173;1;1;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
