Datum;Uhrzeit;Bezeichnung;Intervall;T2_sZ;T2_sB;T2_bZ;T2_bB;T3_sZ;T3_sB;T3_bZ;T3_bB;TFWZ;TFWB
14.04.2024;08:54;A130;1;0;0;0;0;0;0;0;0;;
14.04.2024;08:53;A130;1;0;0;0;0;0;0;0;0;;
14.04.2024;08:52;A130;1;0;0;0;0;0;0;0;0;;
14.04.2024;08:51;A130;1;0;0;0;0;0;0;0;0;;
14.04.2024;08:02;A130;1;0;0;0;0;0;0;0;0;;
14.04.2024;08:01;A130;1;0;0;0;0;0;0;0;0;;
14.04.2024;08:00;A130;1;0;0;0;0;0;0;0;0;;
14.04.2024;07:59;A130;1;0;0;0;0;0;0;0;0;;
14.04.2024;07:10;A130;1;0;0;0;0;0;0;0;0;;
14.04.2024;07:09;A130;1;0;0;0;0;0;0;0;0;;
14.04.2024;07:08;A130;1;0;0;0;0;0;0;0;0;;
14.04.2024;07:07;A130;1;0;0;0;0;0;0;0;0;;
14.04.2024;06:18;A130;1;0;0;0;0;0;0;0;0;;
14.04.2024;06:17;A130;1;0;0;0;0;0;0;0;0;;
14.04.2024;06:16;A130;1;0;0;0;0;0;0;0;0;;
14.04.2024;06:15;A130;1;0;0;0;0;0;0;0;0;;
14.04.2024;03:40;A130;1;0;0;0;0;0;0;0;0;;
