Datum;Uhrzeit;Bezeichnung;Intervall;D1Z;D1B;D2Z;D2B;FG35HZ;FG35HB;FG35WZ;FG35WB;TS_SchluesselschalterZ;TS_SchluesselschalterB;TS_WarteZ;TS_WarteB;TS_BrandmeldungZ;TS_BrandmeldungB;D3Z;D3B
14.04.2024;08:55;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
14.04.2024;08:54;A102;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
14.04.2024;08:53;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
14.04.2024;08:52;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
14.04.2024;08:03;A102;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1
14.04.2024;08:02;A102;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1
14.04.2024;08:01;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
14.04.2024;08:00;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;07:11;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;07:10;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;07:09;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
14.04.2024;07:08;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;06:19;A102;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;2
14.04.2024;06:18;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
14.04.2024;06:17;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
14.04.2024;06:16;A102;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;03:41;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
