Datum;Uhrzeit;Bezeichnung;Intervall;TF32Z;TF32B;TB32Z;TB32B;TF32aZ;TF32aB;TB32aZ;TB32aB
15.04.2024;00:50;A140;1;0;0;0;0;0;0;0;0
14.04.2024;17:46;A140;1;0;0;0;0;0;0;0;0
14.04.2024;15:06;A140;1;0;0;0;0;1;1;0;0
14.04.2024;08:54;A140;1;0;0;0;0;0;0;0;0
14.04.2024;08:53;A140;1;0;0;0;0;0;0;0;0
14.04.2024;08:52;A140;1;0;0;0;0;0;0;0;0
14.04.2024;08:51;A140;1;0;0;0;0;0;0;0;0
14.04.2024;08:02;A140;1;0;0;0;0;0;0;0;0
14.04.2024;08:01;A140;1;0;0;0;0;0;0;0;0
14.04.2024;08:00;A140;1;0;0;0;0;0;0;0;0
14.04.2024;07:59;A140;1;0;0;0;0;0;0;0;0
14.04.2024;07:10;A140;1;0;0;0;0;0;0;0;0
14.04.2024;07:09;A140;1;0;0;0;0;0;0;0;0
14.04.2024;07:08;A140;1;0;0;0;0;0;0;0;0
14.04.2024;07:07;A140;1;0;0;0;0;0;0;0;0
14.04.2024;06:18;A140;1;0;0;0;0;0;0;0;0
14.04.2024;06:17;A140;1;0;0;0;0;0;0;0;0
14.04.2024;06:16;A140;1;0;0;0;0;0;0;0;0
14.04.2024;06:15;A140;1;0;0;0;0;0;0;0;0
14.04.2024;03:40;A140;1;0;0;0;0;0;0;0;0
