Datum;Uhrzeit;Bezeichnung;Intervall;D51Z;D51B;D52Z;D52B;V51Z;V51B;D111Z;D111B;V111Z;V111B;D112Z;D112B;TF35aZ;TF35aB;TB35aZ;TB35aB;TF35bZ;TF35bB;TB35bZ;TB35bB
15.04.2024;00:50;A149;1;1;1;1;1;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;17:46;A149;1;3;3;4;3;2;15;3;4;3;16;3;3;0;0;0;0;0;0;0;0
14.04.2024;15:06;A149;1;1;1;4;2;2;9;5;5;4;22;5;5;0;0;0;0;0;0;0;0
14.04.2024;08:54;A149;1;2;2;2;1;1;8;1;1;1;4;0;0;0;0;0;0;0;0;0;0
14.04.2024;08:53;A149;1;0;0;0;0;0;0;3;3;2;13;2;2;0;0;0;0;0;0;0;0
14.04.2024;08:52;A149;1;2;2;2;1;2;10;0;0;1;1;2;2;0;0;0;0;0;0;0;0
14.04.2024;08:51;A149;1;1;1;0;0;1;7;1;0;1;4;1;1;0;0;0;0;0;0;0;0
14.04.2024;08:02;A149;1;0;0;0;0;0;0;1;1;2;7;2;1;0;0;0;0;0;0;1;1
14.04.2024;08:01;A149;1;0;0;0;0;0;0;1;1;1;5;1;1;0;0;0;0;0;0;0;0
14.04.2024;08:00;A149;1;1;1;1;1;1;7;1;1;1;6;1;0;0;0;0;0;0;0;0;0
14.04.2024;07:59;A149;1;1;1;1;0;1;6;2;3;2;10;1;0;0;0;0;0;0;0;0;0
14.04.2024;07:10;A149;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
14.04.2024;07:09;A149;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;07:08;A149;1;0;0;0;0;0;0;0;0;1;5;1;0;0;0;0;0;0;0;0;0
14.04.2024;07:07;A149;1;2;4;3;3;1;4;1;4;1;11;0;0;0;0;0;0;0;0;0;0
14.04.2024;06:18;A149;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;06:17;A149;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;06:16;A149;1;1;1;1;0;1;10;1;1;2;4;1;1;0;0;0;0;0;0;0;0
14.04.2024;06:15;A149;1;1;1;1;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;03:40;A149;1;1;0;1;0;0;100;0;0;0;100;0;0;0;0;0;0;0;0;0;0
