Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;D51Z;D51B;D81Z;D81B;D82Z;D82B;D91Z;D91B;D41Z;D41B;D42_1Z;D42_1B;_FG32Z;_FG32B;_FG33Z;_FG33B;_FG38Z;_FG38B;V83Z;V83B;V84Z;V84B;V92Z;V92B;V43Z;V43B;V44Z;V44B
14.04.2024;08:55;A 11;1;2;24;0;0;0;0;4;4;1;1;0;0;0;100;0;100;0;0;0;0;0;0;2;25;2;11;0;0;0;0;0;0
14.04.2024;08:54;A 11;1;0;29;0;0;0;0;2;3;0;0;0;0;0;100;0;100;0;0;0;0;0;0;2;24;0;3;0;0;0;0;0;0
14.04.2024;08:53;A 11;1;2;21;0;0;0;0;3;1;3;21;0;0;0;100;0;100;0;0;0;0;0;0;0;0;1;66;0;0;0;0;0;0
14.04.2024;08:52;A 11;1;3;17;1;8;0;0;2;1;3;3;0;0;0;100;0;100;0;0;0;0;1;5;1;8;2;17;0;0;0;0;0;0
14.04.2024;08:03;A 11;1;1;7;0;0;0;0;1;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0
14.04.2024;08:02;A 11;1;0;16;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;08:01;A 11;1;2;34;0;0;0;0;1;1;0;0;0;0;0;100;0;100;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0
14.04.2024;08:00;A 11;1;1;6;0;0;0;0;0;0;1;1;0;0;0;100;0;100;0;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0
14.04.2024;07:11;A 11;1;1;7;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;07:10;A 11;1;2;41;1;10;0;0;1;1;1;2;1;2;0;100;0;100;0;0;0;0;0;0;1;9;1;9;0;0;1;4;0;0
14.04.2024;07:09;A 11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;1;11;0;0;0;0
14.04.2024;07:08;A 11;1;0;0;0;0;0;0;1;1;1;1;0;0;0;100;0;100;0;0;0;0;0;0;1;9;1;6;0;0;0;0;1;7
14.04.2024;06:19;A 11;1;2;16;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;06:18;A 11;1;1;12;4;29;0;0;3;4;0;0;0;0;0;100;0;100;0;0;0;0;0;0;7;20;0;0;0;0;0;0;0;0
14.04.2024;06:17;A 11;1;2;16;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;06:16;A 11;1;1;10;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;03:41;A 11;1;1;5;1;10;0;0;2;2;0;0;0;0;0;100;0;100;0;0;0;0;0;0;2;21;0;0;0;0;0;0;0;0
