Datum;Uhrzeit;Bezeichnung;Intervall;V21_AnfZ;V21_AnfB;V81_AnfZ;V81_AnfB;V381_AnfZ;V381_AnfB;TF38_AnfZ;TF38_AnfB;TF38a_AnfZ;TF38a_AnfB;TBS38_AnfZ;TBS38_AnfB;TBS38a_AnfZ;TBS38a_AnfB
15.04.2024;00:50;A151;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0
14.04.2024;17:46;A151;1;3;30;4;26;0;0;0;0;2;5;0;0;0;0
14.04.2024;15:06;A151;1;6;55;4;30;0;0;0;0;1;1;0;0;0;0
14.04.2024;08:54;A151;1;0;0;2;4;0;0;0;0;0;0;0;0;0;0
14.04.2024;08:53;A151;1;2;13;2;10;0;0;0;0;1;2;0;0;0;0
14.04.2024;08:52;A151;1;0;0;2;16;0;0;0;0;1;2;0;0;0;0
14.04.2024;08:51;A151;1;1;5;2;7;0;0;0;0;3;7;0;0;0;0
14.04.2024;08:02;A151;1;0;3;0;0;0;0;0;0;1;2;0;0;0;0
14.04.2024;08:01;A151;1;1;2;1;4;0;0;0;0;1;2;0;0;0;0
14.04.2024;08:00;A151;1;0;0;1;8;0;0;0;0;1;2;0;0;0;0
14.04.2024;07:59;A151;1;0;4;0;0;0;0;0;0;1;2;0;0;0;0
14.04.2024;07:10;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;07:09;A151;1;0;4;2;9;0;0;0;0;1;1;0;0;0;0
14.04.2024;07:08;A151;1;1;1;1;5;0;0;0;0;0;0;0;0;0;0
14.04.2024;07:07;A151;1;0;0;1;8;0;0;0;0;0;0;0;0;0;0
14.04.2024;06:18;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;06:17;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;06:16;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;06:15;A151;1;2;7;0;0;0;0;0;0;1;2;0;0;0;0
14.04.2024;03:40;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
