Datum;Uhrzeit;Bezeichnung;Intervall;T1_sZ;T1_sB;T1_bZ;T1_bB;T2_sZ;T2_sB;T2_bZ;T2_bB
15.04.2024;01:54;A171;1;0;0;0;0;0;0;0;0
15.04.2024;00:50;A171;1;0;0;0;0;0;0;0;0
15.04.2024;00:35;A171;1;0;0;0;0;0;0;0;0
15.04.2024;00:28;A171;1;0;0;0;0;0;0;0;0
14.04.2024;22:26;A171;1;0;0;0;0;0;0;0;0
14.04.2024;22:13;A171;1;0;0;0;0;0;0;0;0
14.04.2024;21:22;A171;1;0;0;0;0;0;0;0;0
14.04.2024;20:16;A171;1;0;0;0;0;0;0;0;0
14.04.2024;20:07;A171;1;0;0;0;0;0;0;0;0
14.04.2024;17:58;A171;1;0;0;0;0;0;0;0;0
14.04.2024;17:46;A171;1;0;0;0;0;0;0;0;0
14.04.2024;17:40;A171;1;0;0;0;0;0;0;0;0
14.04.2024;15:46;A171;1;0;0;0;0;0;0;0;0
14.04.2024;15:06;A171;1;0;0;0;0;0;0;0;0
14.04.2024;13:35;A171;1;0;0;0;0;0;0;0;0
14.04.2024;12:40;A171;1;0;0;0;0;0;0;0;0
14.04.2024;11:17;A171;1;0;0;0;0;0;0;0;0
14.04.2024;10:44;A171;1;0;0;0;0;0;0;0;0
14.04.2024;10:40;A171;1;0;0;0;0;0;0;0;0
14.04.2024;09:19;A171;1;0;0;0;0;0;0;0;0
14.04.2024;09:11;A171;1;0;0;0;0;0;0;0;0
14.04.2024;08:54;A171;1;0;0;0;0;0;0;0;0
14.04.2024;08:53;A171;1;0;0;0;0;0;0;0;0
14.04.2024;08:52;A171;1;0;0;0;0;0;0;0;0
14.04.2024;08:51;A171;1;0;0;0;0;0;0;0;0
14.04.2024;08:05;A171;1;0;0;0;0;0;0;0;0
14.04.2024;08:02;A171;1;0;0;0;0;0;0;0;0
14.04.2024;08:01;A171;1;0;0;0;0;0;0;0;0
14.04.2024;08:00;A171;1;0;0;0;0;0;0;0;0
14.04.2024;07:59;A171;1;0;0;0;0;0;0;0;0
14.04.2024;07:54;A171;1;0;0;0;0;0;0;0;0
14.04.2024;07:43;A171;1;0;0;0;0;0;0;0;0
14.04.2024;07:10;A171;1;0;0;0;0;0;0;0;0
14.04.2024;07:09;A171;1;0;0;0;0;0;0;0;0
14.04.2024;07:08;A171;1;0;0;0;0;0;0;0;0
14.04.2024;07:07;A171;1;0;0;0;0;0;0;0;0
14.04.2024;07:00;A171;1;0;0;0;0;0;0;0;0
14.04.2024;06:18;A171;1;0;0;0;0;0;0;0;0
14.04.2024;06:17;A171;1;0;0;0;0;0;0;0;0
14.04.2024;06:16;A171;1;0;0;0;0;0;0;0;0
14.04.2024;06:15;A171;1;0;0;0;0;0;0;0;0
14.04.2024;05:42;A171;1;0;0;0;0;0;0;0;0
14.04.2024;05:38;A171;1;0;0;0;0;0;0;0;0
14.04.2024;04:09;A171;1;0;0;0;0;0;0;0;0
14.04.2024;03:52;A171;1;0;0;0;0;0;0;0;0
14.04.2024;03:47;A171;1;0;0;0;0;0;0;0;0
14.04.2024;03:40;A171;1;0;0;0;0;0;0;0;0
14.04.2024;03:36;A171;1;0;0;0;0;0;0;0;0
14.04.2024;03:25;A171;1;0;0;0;0;0;0;0;0
14.04.2024;02:57;A171;1;0;0;0;0;0;0;0;0
14.04.2024;02:34;A171;1;0;0;0;0;0;0;0;0
14.04.2024;02:03;A171;1;0;0;0;0;0;0;0;0
