Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D43Z;D43B;V14Z;V14B;V15Z;V15B;V34Z;V34B;V35Z;V35B;V44Z;V44B;V45Z;V45B;V46Z;V46B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;T38_sZ;T38_sB;T38_bZ;T38_bB;T39_sZ;T39_sB;T39_bZ;T39_bB;T41_bZ;T41_bB;T42_bZ;T42_bB
16.11.2024;01:00;A 43;1;2;36;;;1;51;0;0;0;0;0;0;;;1;6;0;0;0;0;0;0;4;0;0;0;0;0;0;100;1;6;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.11.2024;00:59;A 43;1;0;0;;;2;57;0;0;1;0;0;0;;;1;7;0;0;0;0;0;0;1;45;0;44;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.11.2024;00:58;A 43;1;1;9;;;0;0;0;0;0;0;0;0;;;1;3;1;3;0;0;0;0;2;2;1;1;0;0;0;100;2;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.11.2024;00:57;A 43;1;0;0;;;3;6;0;0;0;0;0;0;;;3;22;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.11.2024;00:56;A 43;1;1;2;;;2;50;0;0;0;0;0;0;;;2;64;0;0;0;0;0;0;1;22;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.11.2024;00:55;A 43;1;0;0;;;2;50;0;0;0;0;0;0;;;3;30;0;0;0;0;0;0;1;11;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.11.2024;00:54;A 43;1;1;3;;;0;0;0;0;0;0;0;0;;;1;0;0;0;0;0;0;0;3;4;1;13;0;0;0;100;3;8;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.11.2024;00:53;A 43;1;4;31;;;2;4;0;0;0;0;0;0;;;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.11.2024;00:52;A 43;1;1;23;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.11.2024;00:51;A 43;1;3;23;;;2;1;0;0;0;0;0;0;;;2;4;0;0;0;0;0;0;5;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.11.2024;00:50;A 43;1;1;6;;;1;1;0;0;0;0;0;0;;;1;3;0;0;0;0;0;0;5;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
