Datum;Uhrzeit;Bezeichnung;Intervall;TF32_AFZ;TF32_AFB;TBS32_AFZ;TBS32_AFB;TB32a_AFZ;TB32a_AFB;TBs32a_AFZ;TBs32a_AFB
12.04.2024;11:04;A166;1;0;0;0;0;0;0;0;0
12.04.2024;10:56;A166;1;0;0;0;0;0;0;0;0
12.04.2024;10:08;A166;1;0;0;0;0;0;0;0;0
12.04.2024;09:51;A166;1;0;0;0;0;0;0;0;0
12.04.2024;09:45;A166;1;0;0;0;0;0;2;1;1
12.04.2024;09:44;A166;1;0;0;0;0;1;0;0;0
12.04.2024;09:43;A166;1;0;0;0;0;0;0;0;0
12.04.2024;09:42;A166;1;0;0;0;0;0;0;0;0
12.04.2024;09:41;A166;1;0;0;0;0;0;0;0;0
12.04.2024;09:40;A166;1;0;0;0;0;0;0;0;0
12.04.2024;09:31;A166;1;0;0;0;0;0;0;0;0
12.04.2024;09:15;A166;1;0;0;0;0;0;0;0;0
12.04.2024;09:05;A166;1;0;0;0;0;0;0;0;0
12.04.2024;09:00;A166;1;0;0;0;0;0;0;0;0
12.04.2024;08:32;A166;1;0;0;0;0;0;0;0;0
12.04.2024;08:24;A166;1;0;0;0;0;0;0;0;0
12.04.2024;08:16;A166;1;0;0;0;0;0;0;0;0
12.04.2024;08:00;A166;1;0;0;0;0;0;0;0;0
12.04.2024;07:42;A166;1;0;0;0;0;0;0;0;0
12.04.2024;07:29;A166;1;0;0;0;0;0;0;0;0
12.04.2024;07:10;A166;1;0;0;0;0;0;0;0;0
12.04.2024;06:50;A166;1;0;0;0;0;0;0;0;0
12.04.2024;06:46;A166;1;0;0;0;0;0;0;0;0
12.04.2024;06:40;A166;1;0;0;0;0;0;0;0;0
12.04.2024;06:28;A166;1;0;0;0;0;0;0;0;0
12.04.2024;06:21;A166;1;0;0;0;0;0;0;0;0
12.04.2024;05:43;A166;1;0;0;0;0;0;0;0;0
12.04.2024;05:37;A166;1;0;0;0;0;0;0;0;0
12.04.2024;05:29;A166;1;0;0;0;0;0;0;0;0
12.04.2024;05:09;A166;1;0;0;0;0;0;0;0;0
12.04.2024;05:03;A166;1;0;0;0;0;0;0;0;0
12.04.2024;04:51;A166;1;0;0;0;0;0;0;0;0
12.04.2024;04:40;A166;1;0;0;0;0;0;0;0;0
12.04.2024;04:38;A166;1;0;0;0;0;0;0;0;0
12.04.2024;04:29;A166;1;0;0;0;0;0;0;0;0
12.04.2024;04:24;A166;1;0;0;0;0;0;0;0;0
12.04.2024;04:11;A166;1;0;0;0;0;0;0;0;0
12.04.2024;03:49;A166;1;0;0;0;0;0;0;0;0
12.04.2024;03:43;A166;1;0;0;0;0;0;0;0;0
12.04.2024;03:36;A166;1;0;0;0;0;0;0;0;0
12.04.2024;03:27;A166;1;0;0;0;0;0;0;0;0
12.04.2024;03:10;A166;1;0;0;0;0;0;0;0;0
12.04.2024;02:48;A166;1;0;0;0;0;0;0;0;0
12.04.2024;02:46;A166;1;0;0;0;0;0;0;0;0
12.04.2024;02:30;A166;1;0;0;0;0;0;0;0;0
12.04.2024;02:18;A166;1;0;0;0;0;0;0;0;0
12.04.2024;02:11;A166;1;0;0;0;0;0;0;0;0
