Datum;Uhrzeit;Bezeichnung;Intervall;V33Z;V33B;V34Z;V34B;V51Z;V51B;V52Z;V52B;D71Z;D71B;V111Z;V111B;V112Z;V112B;D121Z;D121B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B;T6Z;T6B;T7Z;T7B;V10Z;V10B;V20Z;V20B;D11Z;D11B;D12Z;D12B;D31Z;D31B;D32Z;D32B;V122Z;V122B
12.04.2024;16:27;A 94;1;2;31;3;45;5;81;5;80;0;0;5;77;4;57;1;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;7;6;9;13;19;15;19;4;39;5;33;3;68
12.04.2024;09:46;A 94;1;2;42;1;6;7;54;12;38;0;0;6;78;7;52;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;19;2;3;9;18;10;12;2;72;1;16;3;24
12.04.2024;09:45;A 94;1;4;37;0;0;0;64;2;61;0;0;4;71;10;19;3;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;15;6;6;13;15;9;10;2;66;0;0;3;23
12.04.2024;09:44;A 94;1;2;6;2;15;11;54;13;28;0;0;5;69;3;49;6;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;5;5;15;18;14;15;0;98;2;86;1;74
12.04.2024;09:43;A 94;1;1;74;1;63;5;39;2;23;1;18;5;61;3;33;1;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;61;6;8;14;18;9;10;3;82;3;62;3;11
12.04.2024;09:42;A 94;1;1;85;1;65;2;57;8;50;0;0;5;50;6;34;6;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;26;7;15;14;16;11;10;5;71;4;52;2;38
12.04.2024;09:41;A 94;1;1;93;2;65;6;74;10;62;0;0;6;81;4;49;1;84;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;7;12;3;54;20;26;9;12;5;80;3;77;3;89
