Datum;Uhrzeit;Bezeichnung;Intervall;V21_AnfZ;V21_AnfB;V81_AnfZ;V81_AnfB;V381_AnfZ;V381_AnfB;TF38_AnfZ;TF38_AnfB;TF38a_AnfZ;TF38a_AnfB;TBS38_AnfZ;TBS38_AnfB;TBS38a_AnfZ;TBS38a_AnfB
13.04.2024;01:12;A151;1;2;10;1;14;0;0;0;0;0;0;0;0;0;0
13.04.2024;01:06;A151;1;2;16;1;7;0;0;0;0;0;0;0;0;0;0
12.04.2024;22:10;A151;1;3;28;2;8;0;0;0;0;1;0;0;0;0;0
12.04.2024;20:59;A151;1;3;47;4;22;0;0;0;0;0;0;0;0;0;0
12.04.2024;20:04;A151;1;1;40;1;6;0;0;0;0;2;11;0;0;0;0
12.04.2024;18:09;A151;1;4;31;3;14;0;0;0;0;11;27;0;0;0;0
12.04.2024;18:07;A151;1;4;49;2;14;0;0;0;0;4;34;0;0;1;1
12.04.2024;18:00;A151;1;1;74;3;17;0;0;0;0;3;23;0;0;0;0
12.04.2024;17:24;A151;1;6;67;6;44;0;0;0;0;3;6;0;0;0;0
12.04.2024;16:26;A151;1;3;48;5;40;0;0;0;0;2;3;0;0;0;0
12.04.2024;16:21;A151;1;0;87;4;35;0;0;0;0;5;36;0;0;0;0
12.04.2024;15:38;A151;1;2;32;3;50;1;1;1;1;3;9;0;0;0;0
12.04.2024;15:10;A151;1;5;46;10;70;0;0;0;0;2;4;0;0;0;0
12.04.2024;14:33;A151;1;2;65;3;35;0;0;0;0;4;4;0;0;0;0
12.04.2024;12:33;A151;1;5;34;3;30;0;0;0;0;7;16;0;0;0;0
12.04.2024;11:42;A151;1;1;76;2;27;0;0;0;0;2;35;0;0;0;0
12.04.2024;11:04;A151;1;1;34;4;85;0;0;0;0;2;26;0;0;0;0
12.04.2024;10:56;A151;1;1;24;5;68;0;0;0;0;1;1;0;0;0;0
12.04.2024;10:08;A151;1;2;58;3;35;0;0;0;0;4;8;0;0;0;0
12.04.2024;09:45;A151;1;3;22;2;16;0;0;0;0;5;11;0;0;0;0
12.04.2024;09:44;A151;1;3;39;4;35;0;0;0;0;1;5;0;0;0;0
12.04.2024;09:43;A151;1;4;24;1;4;0;0;0;0;4;12;0;0;0;0
12.04.2024;09:42;A151;1;5;53;5;47;0;0;0;0;1;1;0;0;0;0
12.04.2024;09:41;A151;1;0;20;3;46;0;0;0;0;1;1;0;0;0;0
12.04.2024;09:40;A151;1;2;6;3;21;0;0;0;0;4;13;0;0;0;0
12.04.2024;09:31;A151;1;2;19;4;29;0;0;0;0;2;5;0;0;0;0
12.04.2024;09:15;A151;1;4;42;5;47;0;0;0;0;2;3;0;0;0;0
12.04.2024;08:16;A151;1;2;26;2;35;1;1;1;2;0;0;0;0;0;0
12.04.2024;07:29;A151;1;1;78;2;11;0;0;0;0;1;13;0;0;0;0
12.04.2024;07:10;A151;1;1;41;4;41;0;0;0;0;3;16;0;0;1;1
12.04.2024;06:46;A151;1;1;9;5;23;0;0;0;0;0;0;0;0;0;0
12.04.2024;05:43;A151;1;0;0;2;9;0;0;0;0;2;9;0;0;0;0
12.04.2024;05:29;A151;1;1;13;1;7;1;1;1;1;1;23;0;0;0;0
12.04.2024;05:09;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;04:51;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;02:48;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;02:30;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;02:11;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
