Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;V22Z;V22B;D31Z;D31B;D32Z;D32B;V33Z;V33B;D51Z;D51B;D52Z;D52B;D53Z;D53B;D54Z;D54B;V55Z;V55B;V56Z;V56B;V57Z;V57B;V58Z;V58B;V71Z;V71B;D81Z;D81B;V82Z;V82B;D91Z;D91B;D92Z;D92B;V93Z;V93B;D111Z;D111B;D112Z;D112B;D113Z;D113B;V114Z;V114B;V115Z;V115B;V116Z;V116B;T1_sZ;T1_sB;T1_bZ;T1_bB;T2_sZ;T2_sB;T2_bZ;T2_bB;T3_sZ;T3_sB;T3_bZ;T3_bB;T4_sZ;T4_sB;T4_bZ;T4_bB;T7_sZ;T7_sB;T7_bZ;T7_bB;T8_sZ;T8_sB;T8_bZ;T8_bB;T9_sZ;T9_sB;T9_bZ;T9_bB;T10_sZ;T10_sB;T10_bZ;T10_bB;MP1_A51Z;MP1_A51B;MP2_A51Z;MP2_A51B;MP1Z;MP1B;MP2_A52Z;MP2_A52B;MP3_A52Z;MP3_A52B;MP2Z;MP2B;V1_IOZ;V1_IOB;V2_IOZ;V2_IOB;V3_IOZ;V3_IOB;V4_IOZ;V4_IOB
12.04.2024;16:26;A 27;1;2;7;2;19;18;45;1;2;1;6;1;1;3;2;7;58;0;0;1;2;2;89;2;17;0;0;1;3;3;33;1;79;0;0;1;2;1;2;8;27;11;34;0;0;6;58;7;66;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
12.04.2024;09:45;A 27;1;4;3;2;13;2;0;0;0;0;0;1;46;0;0;3;6;0;0;1;6;4;37;0;0;1;0;1;2;8;12;3;33;2;40;2;2;1;15;0;0;7;52;0;0;0;0;4;78;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
12.04.2024;09:44;A 27;1;6;10;2;13;1;44;0;0;0;0;0;0;4;8;4;9;0;0;0;0;1;50;2;52;1;27;2;3;2;9;1;21;4;63;3;8;1;9;1;0;6;77;0;0;0;0;2;94;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
12.04.2024;09:43;A 27;1;7;12;1;6;1;17;1;1;1;6;1;52;1;0;8;10;2;1;1;3;6;56;5;10;2;4;3;5;5;26;6;48;0;0;0;0;1;2;0;0;1;46;3;69;0;0;0;54;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
12.04.2024;09:42;A 27;1;1;1;2;13;2;43;1;2;1;6;1;11;6;19;7;29;0;16;1;34;1;46;0;38;2;1;0;0;3;2;3;16;1;0;1;0;0;0;2;0;9;34;1;20;0;0;3;54;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;
12.04.2024;09:41;A 27;1;8;11;3;20;2;2;3;14;2;13;1;42;2;4;4;57;1;20;2;37;2;77;1;73;2;17;1;2;11;31;1;66;4;2;1;0;0;0;0;0;6;64;3;51;1;0;1;89;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
12.04.2024;09:40;A 27;1;11;27;1;6;3;2;1;0;1;6;1;55;1;1;1;5;0;0;2;7;3;48;0;3;0;0;0;0;4;9;1;24;2;2;0;0;0;0;0;0;6;28;0;0;0;0;1;45;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
