Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;D15Z;D15B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D34Z;D34B;D35Z;D35B;D36Z;D36B;D37Z;D37B;D41Z;D41B;D42Z;D42B;D43Z;D43B;VD111Z;VD111B;VD121Z;VD121B;VD131Z;VD131B;VD211Z;VD211B;VD212Z;VD212B;VD221Z;VD221B;VD222Z;VD222B;VD231Z;VD231B;VD232Z;VD232B;VD311Z;VD311B;VD321Z;VD321B;VD331Z;VD331B;VD411Z;VD411B;VD421Z;VD421B;VD422Z;VD422B;T32Z;T32B;T35Z;T35B;T38Z;T38B;T41Z;T41B;TB32Z;TB32B;TB35Z;TB35B;TB38Z;TB38B;TB41Z;TB41B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB;V3_StoerZ;V3_StoerB;V4_StoerZ;V4_StoerB;V5_StoerZ;V5_StoerB;V6_StoerZ;V6_StoerB;V7_StoerZ;V7_StoerB
12.04.2024;16:26;A 20;1;2;96;1;42;5;24;4;6;7;48;1;56;3;42;2;3;5;81;0;90;3;4;0;100;0;100;2;3;7;68;2;70;2;82;2;77;8;21;6;10;6;19;2;40;4;5;5;6;1;19;1;4;6;11;3;72;0;85;2;91;9;13;6;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:45;A 20;1;2;67;1;56;18;27;4;24;1;43;2;4;1;1;1;1;1;79;2;89;11;21;4;35;0;100;2;4;10;54;8;56;4;77;5;61;6;53;7;6;1;95;0;0;1;93;0;0;1;6;1;16;0;100;1;61;1;62;1;66;8;17;5;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:44;A 20;1;1;90;2;32;4;10;3;4;1;17;2;12;1;1;0;0;7;63;1;82;2;4;3;95;0;100;5;10;1;79;1;87;3;77;2;82;5;11;5;7;3;67;0;46;3;8;4;7;2;29;2;15;4;71;5;58;1;67;0;70;6;8;8;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:43;A 20;1;1;85;0;70;5;37;4;37;1;50;10;22;1;1;2;3;3;10;3;26;6;12;5;32;0;100;2;2;10;72;8;63;0;93;2;84;5;75;5;52;1;5;0;100;2;6;1;2;1;45;1;9;1;55;1;60;2;26;1;69;6;11;3;4;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:42;A 20;1;3;85;0;100;4;5;7;5;1;39;0;40;0;0;0;0;6;83;0;95;6;8;1;86;0;100;2;3;5;78;4;34;2;93;4;70;9;64;6;9;4;43;0;100;2;11;2;2;2;4;2;12;7;82;2;75;0;100;1;84;10;12;5;11;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:41;A 20;1;0;100;0;100;3;6;5;29;1;47;2;36;2;3;3;4;10;45;3;42;3;23;2;60;1;92;2;4;6;86;4;82;1;99;0;93;3;85;3;5;1;34;2;33;3;3;3;4;0;0;0;0;4;67;2;51;2;77;3;63;6;12;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:40;A 20;1;3;78;0;100;6;11;4;3;4;63;1;58;4;12;5;7;1;95;0;100;9;39;1;93;0;100;1;6;6;59;5;34;5;78;2;53;6;50;5;8;3;62;0;0;2;3;1;2;3;65;1;50;2;71;1;97;2;76;0;100;7;16;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
