Datum;Uhrzeit;Bezeichnung;Intervall;Anf_35Z;Anf_35B
13.04.2024;01:13;A145;1;0;0
12.04.2024;18:08;A145;1;0;0
12.04.2024;16:27;A145;1;0;0
12.04.2024;10:09;A145;1;0;0
12.04.2024;09:46;A145;1;0;0
12.04.2024;09:45;A145;1;0;0
12.04.2024;09:44;A145;1;0;0
12.04.2024;09:43;A145;1;0;0
12.04.2024;09:42;A145;1;0;0
12.04.2024;09:41;A145;1;0;0
12.04.2024;09:16;A145;1;0;0
12.04.2024;07:30;A145;1;0;0
12.04.2024;05:44;A145;1;0;0
12.04.2024;04:52;A145;1;0;0
12.04.2024;02:12;A145;1;0;0
