Datum;Uhrzeit;Bezeichnung;Intervall;D1Z;D1B;D2Z;D2B;D3Z;D3B;D4Z;D4B;D5Z;D5B;D6Z;D6B;T1_bZ;T1_bB;T2_bZ;T2_bB;V21Z;V21B;V22Z;V22B;V51Z;V51B;V52Z;V52B;V81Z;V81B;V82Z;V82B;V211Z;V211B;V212Z;V212B;V811Z;V811B;V812Z;V812B;V1111Z;V1111B;V1112Z;V1112B;T3_bZ;T3_bB;T4_bZ;T4_bB;Det_FWZ;Det_FWB;T1_sZ;T1_sB;T2_sZ;T2_sB;T3_sZ;T3_sB;T4_sZ;T4_sB;V1_i_OZ;V1_i_OB;V2_i_OZ;V2_i_OB;V3_i_OZ;V3_i_OB;V4_i_OZ;V4_i_OB;V5_i_OZ;V5_i_OB;V6_i_OZ;V6_i_OB;EG23Z;EG23B;EG24Z;EG24B
12.04.2024;16:26;A104;1;1;2;2;7;2;2;3;1;1;1;6;68;0;0;0;0;1;51;0;0;1;2;0;0;2;5;1;2;1;2;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:45;A104;1;0;0;2;7;0;0;3;4;0;0;3;13;0;0;0;0;3;11;3;12;3;3;3;3;0;0;2;56;2;8;2;7;0;0;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:44;A104;1;1;2;2;5;1;0;2;1;0;0;0;0;0;0;0;0;3;35;2;23;4;11;7;8;1;7;2;8;3;10;4;13;0;0;1;68;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:43;A104;1;3;41;3;8;2;5;2;2;0;0;0;0;0;0;0;0;6;16;6;21;6;5;6;7;0;49;1;40;5;14;6;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:42;A104;1;3;8;1;3;4;3;1;1;0;0;1;4;0;0;0;0;0;40;5;26;4;11;9;9;4;15;2;17;3;18;6;22;1;18;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:41;A104;1;3;4;3;16;1;1;4;3;0;0;4;16;0;0;0;0;3;11;1;10;4;3;1;0;0;3;2;10;3;7;3;7;1;5;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:40;A104;1;2;12;4;47;4;5;3;3;0;0;1;36;0;0;0;0;1;4;3;9;1;1;2;4;2;75;3;8;1;7;1;7;2;42;4;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
