Datum;Uhrzeit;Bezeichnung;Intervall;TF35Z;TF35B;TF35aZ;TF35aB;TF36Z;TF36B;TF36aZ;TF36aB
12.04.2024;16:26;A114;1;0;0;0;0;0;0;0;0
12.04.2024;09:45;A114;1;0;0;0;0;0;0;0;0
12.04.2024;09:44;A114;1;0;0;1;1;0;0;0;0
12.04.2024;09:43;A114;1;0;0;0;0;0;0;0;0
12.04.2024;09:42;A114;1;0;0;0;0;0;0;0;0
12.04.2024;09:41;A114;1;0;0;0;0;0;0;0;0
12.04.2024;09:40;A114;1;0;0;0;0;0;0;0;0
