Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;V13Z;V13B;V14Z;V14B;V15Z;V15B;D21Z;D21B;D22Z;D22B;V23Z;V23B;V24Z;V24B;D31Z;D31B;D32Z;D32B;V33Z;V33B;V34Z;V34B;V37Z;V37B;D41Z;D41B;D42Z;D42B;V43Z;V43B;V44Z;V44B;TA32Z;TA32B;TB32Z;TB32B;TB35Z;TB35B;TA38Z;TA38B;TB38Z;TB38B;TB41Z;TB41B;EG23Z;EG23B;EG24Z;EG24B;EG25Z;EG25B;EG26Z;EG26B;VK1_StoeZ;VK1_StoeB;VK2_StoeZ;VK2_StoeB;VK3_StoeZ;VK3_StoeB;VK4_StoeZ;VK4_StoeB;VK5_StoeZ;VK5_StoeB;D35Z;D35B;D36Z;D36B;VK6_StoeZ;VK6_StoeB
12.04.2024;16:26;A 98;1;12;11;5;29;6;35;7;41;5;13;1;34;0;0;1;7;0;0;3;4;9;14;2;12;5;45;3;2;88;39;9;11;3;45;3;43;3;11;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
12.04.2024;09:45;A 98;1;2;22;3;24;1;27;1;33;4;7;3;72;1;0;2;37;0;0;3;44;12;46;1;56;2;76;4;6;14;46;12;13;2;36;4;34;2;39;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
12.04.2024;09:44;A 98;1;4;29;6;56;1;50;1;72;7;12;0;0;3;30;0;0;3;29;4;58;6;53;3;46;5;68;4;3;14;17;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
12.04.2024;09:43;A 98;1;1;10;5;34;1;21;1;49;6;11;3;18;3;41;3;26;1;55;5;41;6;45;1;30;5;58;2;5;8;10;6;9;2;3;1;0;2;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
12.04.2024;09:42;A 98;1;1;33;3;40;2;38;1;50;3;5;1;36;2;66;3;63;1;73;6;22;12;56;3;38;5;84;7;8;17;21;11;13;1;15;1;13;2;4;1;2;0;0;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
12.04.2024;09:41;A 98;1;1;0;4;14;0;0;3;32;5;4;0;0;3;36;3;41;2;47;3;10;5;53;2;18;2;69;5;6;10;16;6;10;2;1;2;2;1;0;3;18;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;
12.04.2024;09:40;A 98;1;0;0;2;2;0;0;2;9;3;3;0;0;4;76;5;14;3;27;2;28;12;33;2;18;5;69;2;1;13;19;11;14;3;42;11;35;2;38;5;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
