Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;TF32Z;TF32B;TB32Z;TB32B;VK1_2StoerZ;VK1_2StoerB
13.04.2024;01:12;A150;1;1;13;0;0;0;0;0;0;0;0
13.04.2024;01:06;A150;1;0;0;0;0;0;0;0;0;0;0
12.04.2024;18:07;A150;1;0;2;4;58;1;1;0;0;0;0
12.04.2024;16:26;A150;1;2;14;4;34;0;0;0;0;0;0
12.04.2024;14:33;A150;1;3;22;1;4;0;0;0;0;0;0
12.04.2024;10:08;A150;1;4;30;0;0;0;0;0;0;0;0
12.04.2024;09:45;A150;1;1;31;1;6;0;0;0;0;0;0
12.04.2024;09:44;A150;1;0;0;2;11;0;0;0;0;0;0
12.04.2024;09:43;A150;1;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:42;A150;1;2;17;0;0;0;0;0;0;0;0
12.04.2024;09:41;A150;1;5;13;1;6;0;0;0;0;0;0
12.04.2024;09:40;A150;1;3;34;2;9;0;0;0;0;0;0
12.04.2024;09:15;A150;1;1;15;0;0;0;0;0;0;0;0
12.04.2024;07:29;A150;1;2;22;2;12;0;0;0;0;0;0
12.04.2024;05:43;A150;1;4;12;1;10;0;0;0;0;0;0
12.04.2024;04:51;A150;1;0;0;8;22;0;0;0;0;0;0
12.04.2024;02:11;A150;1;0;0;0;0;0;0;0;0;0;0
