Datum;Uhrzeit;Bezeichnung;Intervall;T1_sZ;T1_sB;T1_bZ;T1_bB;T2_sZ;T2_sB;T2_bZ;T2_bB
12.04.2024;11:42;A171;1;0;0;0;0;0;0;0;0
12.04.2024;11:32;A171;1;0;0;0;0;0;0;0;0
12.04.2024;11:31;A171;1;0;0;0;0;0;0;0;0
12.04.2024;11:04;A171;1;0;0;0;0;0;0;0;0
12.04.2024;10:56;A171;1;0;0;0;0;0;0;0;0
12.04.2024;10:08;A171;1;0;0;0;0;0;0;0;0
12.04.2024;09:51;A171;1;0;0;0;0;0;0;0;0
12.04.2024;09:45;A171;1;0;0;0;0;0;0;0;0
12.04.2024;09:44;A171;1;0;0;0;0;0;0;0;0
12.04.2024;09:43;A171;1;0;0;0;0;0;0;0;0
12.04.2024;09:42;A171;1;0;0;0;0;0;0;0;0
12.04.2024;09:41;A171;1;0;0;0;0;0;0;0;0
12.04.2024;09:40;A171;1;0;0;0;0;0;0;0;0
12.04.2024;09:31;A171;1;0;0;0;0;0;0;0;0
12.04.2024;09:18;A171;1;0;0;0;0;0;0;0;0
12.04.2024;09:15;A171;1;0;0;0;0;0;0;0;0
12.04.2024;09:05;A171;1;0;0;0;0;0;0;0;0
12.04.2024;09:00;A171;1;0;0;0;0;0;0;0;0
12.04.2024;08:32;A171;1;0;0;0;0;0;0;0;0
12.04.2024;08:24;A171;1;0;0;0;0;1;1;0;0
12.04.2024;08:16;A171;1;0;0;0;0;0;0;0;0
12.04.2024;08:00;A171;1;0;0;0;0;0;0;0;0
12.04.2024;07:48;A171;1;0;0;0;0;0;0;0;0
12.04.2024;07:42;A171;1;0;0;0;0;0;0;0;0
12.04.2024;07:29;A171;1;0;0;0;0;0;0;0;0
12.04.2024;07:10;A171;1;0;0;0;0;0;0;0;0
12.04.2024;06:50;A171;1;0;0;0;0;0;0;0;0
12.04.2024;06:46;A171;1;0;0;0;0;0;0;0;0
12.04.2024;06:40;A171;1;0;0;0;0;0;0;0;0
12.04.2024;06:28;A171;1;0;0;0;0;0;0;0;0
12.04.2024;06:21;A171;1;0;0;0;0;0;0;0;0
12.04.2024;05:43;A171;1;0;0;0;0;0;0;0;0
12.04.2024;05:37;A171;1;0;0;0;0;0;0;0;0
12.04.2024;05:29;A171;1;0;0;0;0;0;0;0;0
12.04.2024;05:09;A171;1;0;0;0;0;0;0;0;0
12.04.2024;05:03;A171;1;0;0;0;0;0;0;0;0
12.04.2024;04:51;A171;1;0;0;0;0;0;0;0;0
12.04.2024;04:40;A171;1;0;0;0;0;0;0;0;0
12.04.2024;04:38;A171;1;0;0;0;0;0;0;0;0
12.04.2024;04:29;A171;1;0;0;0;0;0;0;0;0
12.04.2024;04:24;A171;1;0;0;0;0;0;0;0;0
12.04.2024;04:11;A171;1;0;0;0;0;0;0;0;0
12.04.2024;03:49;A171;1;0;0;0;0;0;0;0;0
12.04.2024;03:43;A171;1;0;0;0;0;0;0;0;0
12.04.2024;03:36;A171;1;0;0;0;0;0;0;0;0
12.04.2024;03:27;A171;1;0;0;0;0;0;0;0;0
12.04.2024;03:10;A171;1;0;0;0;0;0;0;0;0
12.04.2024;02:48;A171;1;0;0;0;0;0;0;0;0
12.04.2024;02:46;A171;1;0;0;0;0;0;0;0;0
12.04.2024;02:30;A171;1;0;0;0;0;0;0;0;0
12.04.2024;02:18;A171;1;0;0;0;0;0;0;0;0
12.04.2024;02:11;A171;1;0;0;0;0;0;0;0;0
