Datum;Uhrzeit;Bezeichnung;Intervall;T1_sZ;T1_sB;T1_bZ;T1_bB;T2_sZ;T2_sB;T2_bZ;T2_bB
13.04.2024;01:57;A171;1;0;0;0;0;0;0;0;0
13.04.2024;01:52;A171;1;0;0;0;0;0;0;0;0
13.04.2024;01:43;A171;1;0;0;0;0;0;0;0;0
13.04.2024;01:29;A171;1;0;0;0;0;0;0;0;0
13.04.2024;01:22;A171;1;0;0;0;0;0;0;0;0
13.04.2024;01:13;A171;1;0;0;0;0;0;0;0;0
13.04.2024;01:12;A171;1;0;0;0;0;0;0;0;0
13.04.2024;01:06;A171;1;0;0;0;0;0;0;0;0
13.04.2024;00:34;A171;1;0;0;0;0;0;0;0;0
12.04.2024;23:59;A171;1;0;0;0;0;0;0;0;0
12.04.2024;23:55;A171;1;0;0;0;0;0;0;0;0
12.04.2024;23:24;A171;1;0;0;0;0;0;0;0;0
12.04.2024;23:13;A171;1;0;0;0;0;0;0;0;0
12.04.2024;23:07;A171;1;0;0;0;0;0;0;0;0
12.04.2024;22:57;A171;1;0;0;0;0;0;0;0;0
12.04.2024;22:44;A171;1;0;0;0;0;0;0;0;0
12.04.2024;22:14;A171;1;0;0;0;0;0;0;0;0
12.04.2024;22:10;A171;1;0;0;0;0;0;0;0;0
12.04.2024;22:03;A171;1;0;0;0;0;0;0;0;0
12.04.2024;21:39;A171;1;0;0;0;0;0;0;0;0
12.04.2024;21:22;A171;1;0;0;0;0;0;0;0;0
12.04.2024;21:11;A171;1;0;0;0;0;0;0;0;0
12.04.2024;20:59;A171;1;0;0;0;0;0;0;0;0
12.04.2024;20:22;A171;1;0;0;0;0;0;0;0;0
12.04.2024;20:04;A171;1;0;0;0;0;0;0;0;0
12.04.2024;19:54;A171;1;0;0;0;0;0;0;0;0
12.04.2024;19:26;A171;1;0;0;0;0;0;0;0;0
12.04.2024;19:07;A171;1;0;0;0;0;0;0;0;0
12.04.2024;19:01;A171;1;0;0;0;0;0;0;0;0
12.04.2024;18:47;A171;1;0;0;0;0;0;0;0;0
12.04.2024;18:22;A171;1;0;0;0;0;0;0;0;0
12.04.2024;18:15;A171;1;0;0;0;0;0;0;0;0
12.04.2024;18:09;A171;1;0;0;0;0;0;0;0;0
12.04.2024;18:07;A171;1;0;0;0;0;0;0;0;0
12.04.2024;18:00;A171;1;0;0;0;0;0;0;0;0
12.04.2024;17:54;A171;1;0;0;0;0;0;0;1;1
12.04.2024;17:48;A171;1;0;0;0;0;0;0;0;0
12.04.2024;17:32;A171;1;0;0;0;0;0;0;0;0
12.04.2024;17:24;A171;1;0;0;0;0;0;0;0;0
12.04.2024;16:54;A171;1;0;0;0;0;0;0;0;0
12.04.2024;16:47;A171;1;0;0;0;0;0;0;0;0
12.04.2024;16:39;A171;1;0;0;0;0;0;0;0;0
12.04.2024;16:26;A171;1;0;0;0;0;0;0;0;0
12.04.2024;16:23;A171;1;0;0;0;0;0;0;0;0
12.04.2024;16:21;A171;1;0;0;0;0;0;0;0;0
12.04.2024;16:11;A171;1;0;0;0;0;0;0;0;0
12.04.2024;16:09;A171;1;0;0;0;0;0;0;0;0
12.04.2024;15:47;A171;1;0;0;0;0;0;0;0;0
12.04.2024;15:38;A171;1;0;0;0;0;0;0;0;0
12.04.2024;15:30;A171;1;0;0;0;0;0;0;0;0
12.04.2024;15:19;A171;1;0;0;0;0;0;0;0;0
12.04.2024;15:13;A171;1;0;0;0;0;0;0;0;0
12.04.2024;15:10;A171;1;0;0;0;0;0;0;0;0
12.04.2024;15:03;A171;1;0;0;0;0;0;0;0;0
12.04.2024;14:48;A171;1;0;0;0;0;0;0;0;0
12.04.2024;14:46;A171;1;0;0;0;0;0;0;0;0
12.04.2024;14:39;A171;1;0;0;0;0;0;0;0;0
12.04.2024;14:33;A171;1;0;0;0;0;0;0;0;0
12.04.2024;14:26;A171;1;0;0;0;0;0;0;0;0
12.04.2024;13:50;A171;1;0;0;0;0;0;0;0;0
12.04.2024;13:45;A171;1;0;0;0;0;0;0;0;0
12.04.2024;13:32;A171;1;0;0;0;0;0;0;0;0
12.04.2024;13:26;A171;1;0;0;0;0;0;0;0;0
12.04.2024;13:23;A171;1;0;0;0;0;0;0;0;0
12.04.2024;13:00;A171;1;0;0;0;0;0;0;0;0
12.04.2024;12:37;A171;1;0;0;0;0;0;0;0;0
12.04.2024;12:33;A171;1;0;0;0;0;0;0;0;0
12.04.2024;12:21;A171;1;0;0;0;0;0;0;0;0
12.04.2024;12:11;A171;1;0;0;0;0;0;0;0;0
12.04.2024;11:45;A171;1;0;0;0;0;0;0;0;0
