Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;V111Z;V111B;V121Z;V121B;V131Z;V131B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D24Z;D24B;D25Z;D25B;V211Z;V211B;V221Z;V221B;V231Z;V231B;V232Z;V232B;D31_1Z;D31_1B;V311Z;V311B;D41Z;D41B;D42Z;D42B;D43Z;D43B;V411Z;V411B;V421Z;V421B;V431Z;V431B;D51Z;D51B;D52Z;D52B;D53Z;D53B;V511Z;V511B;V521Z;V521B;V531Z;V531B;V532Z;V532B;T32Z;T32B;T32bZ;T32bB;T33Z;T33B;T33bZ;T33bB;T35bZ;T35bB;T37bZ;T37bB;T38bZ;T38bB;T39Z;T39B;T39bZ;T39bB;T40bZ;T40bB;T41bZ;T41bB;ST51Z;ST51B;ST52Z;ST52B;ST54Z;ST54B;ST55Z;ST55B;T35Z;T35B;T41Z;T41B;D31_2Z;D31_2B;T37Z;T37B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB;V3_StoerZ;V3_StoerB;V4_StoerZ;V4_StoerB;V5_StoerZ;V5_StoerB;V6_StoerZ;V6_StoerB;V7_StoerZ;V7_StoerB;V8_StoerZ;V8_StoerB
12.04.2024;16:26;A 15;1;1;70;2;59;2;76;2;55;4;79;2;84;4;75;2;97;3;22;3;23;0;100;0;100;4;10;3;96;1;5;1;25;1;45;1;45;0;100;0;0;1;26;1;5;3;57;0;84;4;76;3;72;4;85;3;17;3;9;1;81;1;24;0;0;0;0;0;0;0;0;;;;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:45;A 15;1;1;64;4;62;1;6;2;14;0;0;0;0;5;83;5;61;2;56;0;100;2;39;2;10;6;58;3;26;4;22;0;0;0;0;0;0;2;96;2;94;0;100;0;100;1;0;4;31;4;37;5;23;3;29;0;0;3;34;2;49;2;32;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:44;A 15;1;5;63;9;75;1;53;4;73;0;0;0;0;1;74;1;59;2;3;1;81;2;64;2;6;3;63;5;37;2;5;1;4;0;0;1;4;3;90;5;46;0;100;0;100;4;84;1;97;2;98;1;89;1;71;0;90;1;3;2;46;5;1;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:43;A 15;1;0;100;0;100;1;80;0;100;0;0;0;0;7;61;6;60;6;12;3;76;3;56;2;74;5;61;7;16;5;37;1;3;1;3;1;3;0;100;1;96;0;100;0;100;3;46;1;72;2;58;6;62;1;71;2;46;1;72;1;4;1;19;0;0;1;1;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:42;A 15;1;1;37;5;47;1;35;5;55;3;86;1;88;1;17;1;54;0;0;2;26;3;9;1;20;3;6;2;2;0;8;1;4;1;4;1;5;4;39;5;33;2;52;1;45;2;3;3;32;1;67;1;85;1;37;1;4;2;5;1;4;2;8;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:41;A 15;1;1;39;1;58;1;99;2;57;1;63;3;22;8;77;4;76;4;15;1;95;0;94;1;89;5;50;4;29;1;23;0;0;0;0;0;0;1;95;1;87;1;19;3;94;0;27;0;89;5;78;5;78;1;24;0;0;1;83;2;7;2;7;0;0;0;0;0;0;0;0;;;;;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;5;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:40;A 15;1;1;0;2;75;3;10;0;84;0;0;0;0;4;34;2;58;1;26;1;75;3;51;1;63;4;26;5;9;1;16;0;0;0;0;0;0;3;71;4;73;3;63;0;80;1;52;3;51;2;74;1;43;4;16;1;5;2;26;0;41;2;30;0;0;0;0;0;0;0;0;;;;;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
