Datum;Uhrzeit;Bezeichnung;Intervall;VD511Z;VD511B;D571Z;D571B;TF32Z;TF32B;TBS32Z;TBS32B;TF38Z;TF38B;TBS38Z;TBS38B;TF41Z;TF41B;TBS41Z;TBS41B;TS57Z;TS57B;TS58Z;TS58B;VK1iOZ;VK1iOB
13.04.2024;01:12;A153;1;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
13.04.2024;01:06;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;22:14;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;22:10;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;20:59;A153;1;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;20:22;A153;1;0;0;0;0;1;1;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;20:04;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;100
12.04.2024;19:54;A153;1;0;0;0;0;0;0;0;0;2;3;2;3;0;0;0;0;0;0;0;0;0;100
12.04.2024;19:26;A153;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;100
12.04.2024;18:09;A153;1;0;0;0;0;1;1;1;5;2;3;2;3;0;0;0;0;0;0;0;0;0;100
12.04.2024;18:07;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;18:00;A153;1;0;0;0;0;0;0;0;0;3;5;1;1;0;0;0;0;0;0;0;0;0;100
12.04.2024;17:24;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;12;0;0;0;0;0;100
12.04.2024;16:54;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;16:47;A153;1;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;16:26;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;16:21;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;2;0;0;0;0;0;100
12.04.2024;15:38;A153;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;15:19;A153;1;1;10;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;15:10;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;15:03;A153;1;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;14:33;A153;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;14:26;A153;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;100
12.04.2024;13:26;A153;1;1;4;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;12:33;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;12:21;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;11:42;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;11:31;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;11:04;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;10:56;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;10:08;A153;1;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;09:45;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;09:44;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;100
12.04.2024;09:43;A153;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;09:42;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;09:41;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;09:40;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;09:31;A153;1;0;0;0;0;2;3;0;0;3;5;0;0;1;1;0;0;0;0;0;0;0;100
12.04.2024;09:15;A153;1;0;0;0;0;1;1;1;5;1;1;2;3;0;0;0;0;0;0;0;0;0;100
12.04.2024;08:16;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;07:42;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;07:29;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;07:10;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;06:50;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;06:46;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;06:40;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;06:28;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;05:43;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;05:29;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;05:09;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;05:03;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;04:51;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;04:40;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;04:29;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;04:11;A153;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;03:49;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;03:10;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;02:48;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;02:30;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;02:18;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
12.04.2024;02:11;A153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
