Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;D23Z;D23B;V24Z;V24B;V25Z;V25B;D51Z;D51B;V52Z;V52B;V81Z;V81B;V82Z;V82B;D83Z;D83B;V91Z;V91B;V92Z;V92B;V101Z;V101B;V111Z;V111B;V112Z;V112B;TF32Z;TF32B;TF32aZ;TF32aB;TF35Z;TF35B;TF35aZ;TF35aB;TF38Z;TF38B;TF38aZ;TF38aB;TF40Z;TF40B;TF40aZ;TF40aB;TF41Z;TF41B;TF41aZ;TF41aB;V1_4_StoerZ;V1_4_StoerB;V123Z;V123B;V121Z;V121B;V122Z;V122B;V5_StoerZ;V5_StoerB
12.04.2024;16:26;A 67;1;0;0;0;100;0;0;5;84;4;88;0;97;0;0;2;38;;;0;54;;;0;100;1;74;0;69;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;;;;;;;;;;
12.04.2024;09:45;A 67;1;0;0;1;49;0;0;0;54;0;52;1;1;0;0;1;54;;;2;13;;;2;9;2;69;1;4;2;6;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
12.04.2024;09:44;A 67;1;0;0;2;81;0;0;1;59;1;60;1;8;1;3;5;41;;;2;47;;;1;2;1;92;1;42;3;9;4;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
12.04.2024;09:43;A 67;1;0;0;2;52;0;0;1;3;1;2;1;5;0;0;2;47;;;1;62;;;3;22;4;75;4;23;3;15;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
12.04.2024;09:42;A 67;1;0;0;1;10;0;0;1;83;1;85;3;19;0;0;5;36;;;3;76;;;0;0;2;62;1;7;4;16;2;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
12.04.2024;09:41;A 67;1;0;0;4;48;2;23;0;0;0;0;1;2;0;0;2;27;;;1;85;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
12.04.2024;09:40;A 67;1;0;0;2;77;0;0;5;3;4;3;2;26;1;8;4;67;;;1;91;;;4;28;7;49;2;65;7;22;1;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
