Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;V22Z;V22B;D31Z;D31B;V32Z;V32B;D51_1Z;D51_1B;D51_2Z;D51_2B;V52Z;V52B;D81Z;D81B;V82Z;V82B;D91Z;D91B;V92Z;V92B;D111_1Z;D111_1B;D111_2Z;D111_2B;V112Z;V112B;TF35Z;TF35B;TF38Z;TF38B;V381Z;V381B;TF41Z;TF41B;TB35Z;TB35B;TB38Z;TB38B;TB41Z;TB41B;V521Z;V521B;D981Z;D981B;V982Z;V982B;ST58Z;ST58B;OEV52Z;OEV52B;OEV58Z;OEV58B
12.04.2024;16:26;A 52;1;3;42;1;13;2;1;0;0;0;0;0;1;0;0;3;12;3;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;;;;
12.04.2024;09:45;A 52;1;1;53;2;3;0;0;0;0;2;15;2;14;3;18;9;42;1;79;1;29;0;28;2;21;2;23;2;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;4;0;0;;;;
12.04.2024;09:44;A 52;1;7;28;7;22;2;42;0;0;1;12;1;12;1;14;5;40;4;42;1;33;2;13;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
12.04.2024;09:43;A 52;1;4;6;3;18;1;37;1;5;1;3;1;4;2;13;6;14;1;57;3;1;3;13;1;55;1;0;1;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
12.04.2024;09:42;A 52;1;12;17;5;50;0;100;0;0;2;93;2;93;1;53;5;4;2;29;1;0;0;0;2;31;2;30;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
12.04.2024;09:41;A 52;1;3;74;4;6;1;0;0;0;1;63;1;63;1;8;8;7;2;34;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
12.04.2024;09:40;A 52;1;14;15;7;45;1;1;0;0;3;27;3;27;4;13;7;40;1;78;2;1;0;0;1;3;1;12;0;9;0;0;0;0;1;7;0;0;0;0;0;0;0;0;1;14;0;0;0;0;0;0;;;;
