Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;V23Z;V23B;V24Z;V24B;D50Z;D50B;D51Z;D51B;D52Z;D52B;V53Z;V53B;V54Z;V54B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;V85Z;V85B;D110Z;D110B;D111Z;D111B;D112Z;D112B;V113Z;V113B;V114Z;V114B;V115Z;V115B;T32Z;T32B;T32bZ;T32bB;T35bZ;T35bB;T38Z;T38B;T38bZ;T38bB;T41bZ;T41bB;T35Z;T35B;T41Z;T41B
12.04.2024;16:26;A 17;1;1;72;2;97;1;64;1;60;0;0;4;44;0;0;3;13;0;0;16;76;0;0;0;100;0;0;0;0;0;0;6;17;4;13;1;40;2;11;4;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:45;A 17;1;1;41;1;88;1;5;1;18;1;0;2;48;1;25;1;57;2;26;14;56;1;56;1;86;3;67;1;9;0;0;1;11;2;3;2;16;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:44;A 17;1;3;3;6;32;2;4;0;0;0;0;4;59;1;0;2;73;0;0;10;29;1;16;2;55;2;21;1;5;0;0;4;65;2;5;2;64;2;5;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:43;A 17;1;3;2;2;57;0;0;0;0;1;1;2;64;0;65;1;12;0;0;9;49;1;20;4;82;2;21;1;0;0;0;3;4;2;12;3;12;2;5;2;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:42;A 17;1;3;48;3;61;2;42;0;0;1;1;1;41;1;28;2;23;1;2;10;42;0;0;2;68;0;0;0;0;0;0;2;46;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:41;A 17;1;2;1;2;12;0;0;0;0;0;0;1;12;0;9;1;10;0;0;8;9;2;36;0;100;1;48;4;8;0;0;9;62;1;16;2;78;1;5;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:40;A 17;1;1;0;1;48;0;0;0;0;3;1;5;68;3;90;4;33;2;33;10;72;1;0;0;100;1;2;1;1;0;0;1;13;1;76;1;13;1;3;1;15;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0
