Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D21Z;D21B;V22Z;V22B;D31Z;D31B;V32Z;V32B;V33Z;V33B;D41Z;D41B;V42Z;V42B;D51Z;D51B;D52Z;D52B;V53Z;V53B;V54Z;V54B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;D111Z;D111B;D112Z;D112B;V113Z;V113B;V114Z;V114B;D121Z;D121B;D122Z;D122B;V123Z;V123B;V124Z;V124B;TF30Z;TF30B;TB30Z;TB30B;TF31Z;TF31B;TB31Z;TB31B;TF32Z;TF32B;TB32Z;TB32B;TF33Z;TF33B;TB33Z;TB33B;TF34Z;TF34B;TB34Z;TB34B;TF35Z;TF35B;TB35Z;TB35B;TF38Z;TF38B;TB38Z;TB38B;TF39Z;TF39B;TB39Z;TB39B;TF41Z;TF41B;TB41Z;TB41B;TF42Z;TF42B;TB42Z;TB42B;V221Z;V221B;V222Z;V222B;TF311Z;TF311B;TB311Z;TB311B;ST51Z;ST51B;ST55Z;ST55B;LUeVerF2_A80Z;LUeVerF2_A80B
12.04.2024;16:26;A  8;1;25;9;1;1;5;26;1;75;2;69;2;70;1;91;3;87;2;96;2;96;0;100;1;99;5;7;3;1;2;72;0;0;2;4;5;26;2;4;4;37;3;63;2;53;3;48;2;57;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:45;A  8;1;128;80;1;76;4;77;1;92;2;68;1;95;2;40;2;49;3;54;2;30;2;53;3;14;3;4;5;5;1;67;2;66;1;2;5;25;0;100;1;36;2;43;1;34;0;100;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:44;A  8;1;177;67;3;7;9;38;4;4;1;80;1;24;10;77;1;97;0;100;0;0;1;81;0;0;2;1;1;0;2;33;0;0;0;0;1;42;0;100;0;100;1;45;1;42;1;82;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:43;A  8;1;143;58;5;37;4;31;5;6;0;100;0;32;5;38;2;56;2;63;1;16;4;19;0;0;2;2;2;1;3;92;4;4;0;0;5;7;1;98;0;100;1;69;0;67;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:42;A  8;1;55;90;1;1;1;67;4;12;0;100;0;100;0;0;0;0;1;46;0;0;1;6;0;0;1;1;3;2;2;10;3;11;1;1;6;8;0;100;0;100;5;55;4;41;2;48;2;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:41;A  8;1;145;67;3;3;3;32;9;36;0;100;0;100;4;37;1;45;3;90;3;89;0;94;1;72;2;3;1;0;1;4;1;2;0;0;2;95;0;100;0;100;0;100;0;100;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;09:40;A  8;1;150;65;1;38;5;20;1;65;0;100;0;100;1;68;2;52;2;88;1;81;4;94;1;4;1;1;1;1;1;5;0;47;0;0;1;32;0;100;0;100;3;70;1;44;3;31;2;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
