Datum;Uhrzeit;Bezeichnung;Intervall;T1Z;T1B;T2Z;T2B
13.04.2024;01:13;A139;1;0;0;0;0
12.04.2024;18:08;A139;1;1;2;0;0
12.04.2024;16:27;A139;1;0;0;1;1
12.04.2024;10:09;A139;1;0;0;0;0
12.04.2024;09:46;A139;1;1;3;0;0
12.04.2024;09:45;A139;1;0;0;0;0
12.04.2024;09:44;A139;1;0;0;0;0
12.04.2024;09:43;A139;1;0;0;1;1
12.04.2024;09:42;A139;1;0;0;0;0
12.04.2024;09:41;A139;1;0;0;0;0
12.04.2024;09:16;A139;1;0;0;0;0
12.04.2024;07:30;A139;1;0;0;2;4
12.04.2024;04:52;A139;1;0;0;0;0
