Datum;Uhrzeit;Bezeichnung;Intervall;VD21Z;VD21B;V22Z;V22B;V51Z;V51B;V52Z;V52B;VD81Z;VD81B;VD82Z;VD82B;V83Z;V83B;V111Z;V111B;V112Z;V112B;TF32Z;TF32B;TBS32Z;TBS32B;TF35Z;TF35B;TBS35Z;TBS35B;TF38Z;TF38B;TBS38Z;TBS38B;TF41Z;TF41B;TBS41Z;TBS41B
18.04.2024;01:28;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2024;01:21;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2024;01:15;A 59;1;0;13;0;0;0;0;0;0;0;0;0;0;2;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
18.04.2024;01:09;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;22:18;A 59;1;1;52;1;15;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;22:12;A 59;1;1;0;1;6;1;7;1;0;0;0;1;12;2;27;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;4;0;0
17.04.2024;22:06;A 59;1;2;10;1;6;0;0;1;0;1;24;0;0;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0;0
17.04.2024;22:00;A 59;1;0;0;1;19;2;10;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;21:54;A 59;1;1;1;1;9;0;1;2;2;1;2;2;18;1;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;1;5
17.04.2024;21:38;A 59;1;0;0;0;0;1;7;0;5;0;0;0;0;3;56;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;5;6;1;0
17.04.2024;19:02;A 59;1;1;86;1;7;0;3;0;100;1;99;0;100;2;82;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;5;11;1;1
17.04.2024;18:56;A 59;1;0;0;1;4;2;52;2;37;0;100;2;8;3;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;18;3;10
17.04.2024;18:50;A 59;1;1;78;2;85;1;13;4;14;1;18;1;40;1;70;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;13;26;2;6
17.04.2024;18:39;A 59;1;1;63;0;0;1;12;3;8;0;0;1;13;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;34;0;0
17.04.2024;17:42;A 59;1;2;32;0;32;1;55;5;39;2;28;2;7;1;89;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;17;1;9
17.04.2024;16:56;A 59;1;0;95;1;6;0;1;0;100;0;0;1;60;5;49;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;6;7;1;1
17.04.2024;10:12;A 59;1;2;37;1;30;1;11;1;22;0;34;1;14;1;52;0;0;1;1;0;0;0;0;0;0;1;2;0;0;0;0;9;16;1;15
17.04.2024;04:52;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0;0
17.04.2024;04:47;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
