Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;V23Z;V23B;V24Z;V24B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;D111Z;D111B;D112Z;D112B;V113Z;V113B;V114Z;V114B;D115Z;D115B;TF41Z;TF41B;TBS41Z;TBS41B;EG23Z;EG23B;EG24Z;EG24B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB;V3_StoerZ;V3_StoerB;FW_AnfoZ;FW_AnfoB
18.04.2024;01:28;A 24;1;0;0;1;0;0;0;2;3;1;1;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.04.2024;01:21;A 24;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.04.2024;01:15;A 24;1;0;0;0;0;0;0;0;0;1;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.04.2024;01:09;A 24;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;2;0;0;1;28;0;0;1;8;0;0;0;0;0;0;0;0;;;;;;;;;;
17.04.2024;22:18;A 24;1;1;15;0;0;3;6;0;0;3;3;0;0;2;18;0;0;2;17;1;2;0;0;2;13;0;0;0;0;0;0;0;0;;;;;;;;;;
17.04.2024;22:12;A 24;1;2;3;3;3;1;13;6;13;1;0;1;0;1;6;1;3;1;22;1;18;2;5;1;15;0;0;0;0;0;0;0;0;;;;;;;;;;
17.04.2024;22:06;A 24;1;2;2;1;1;2;17;2;4;1;1;2;1;2;4;0;0;1;3;3;26;1;2;3;17;0;0;0;0;0;0;0;0;;;;;;;;;;
17.04.2024;22:00;A 24;1;3;3;2;2;2;15;2;8;2;2;1;1;2;14;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.04.2024;21:54;A 24;1;3;16;0;0;2;23;0;0;3;3;2;31;3;16;3;19;2;27;3;28;2;12;4;51;0;0;0;0;0;0;0;0;;;;;;;;;;
17.04.2024;21:38;A 24;1;6;16;4;7;1;44;3;28;2;35;3;7;0;33;3;41;1;8;5;61;1;3;4;66;0;0;0;0;0;0;0;0;;;;;;;;;;
17.04.2024;19:02;A 24;1;9;9;8;9;4;32;3;26;3;2;5;4;3;10;3;11;1;61;1;88;2;37;1;98;0;0;0;0;0;0;0;0;;;;;;;;;;
17.04.2024;18:56;A 24;1;17;25;8;10;2;63;3;28;4;3;6;6;3;12;5;19;0;0;1;75;0;0;1;82;0;0;0;0;0;0;0;0;;;;;;;;;;
17.04.2024;18:50;A 24;1;14;21;8;9;3;57;4;33;2;1;5;4;2;6;6;18;1;82;1;80;2;7;2;80;0;0;0;0;0;0;0;0;;;;;;;;;;
17.04.2024;18:39;A 24;1;7;19;5;6;4;42;5;26;1;34;3;3;1;5;2;10;3;76;3;18;31;72;2;32;0;0;0;0;0;0;0;0;;;;;;;;;;
17.04.2024;16:56;A 24;1;17;26;7;6;3;72;5;28;4;3;8;8;3;14;3;22;3;74;1;45;0;100;2;36;0;0;0;0;0;0;0;0;;;;;;;;;;
17.04.2024;10:12;A 24;1;6;25;4;4;3;25;4;15;2;2;5;4;2;6;4;17;0;0;1;70;0;0;1;78;0;0;0;0;0;0;0;0;;;;;;;;;;
17.04.2024;04:52;A 24;1;0;0;0;0;0;0;0;0;0;0;2;2;1;7;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
