Datum;Uhrzeit;Bezeichnung;Intervall;TF41_AFZ;TF41_AFB;TB41_AFZ;TB41_AFB;TF41a_AFZ;TF41a_AFB;TB41a_AFZ;TB41a_AFB
18.04.2024;01:28;A 44;1;0;0;0;0;0;0;0;0
18.04.2024;01:21;A 44;1;0;0;0;0;0;0;0;0
18.04.2024;01:15;A 44;1;0;0;0;0;0;0;0;0
18.04.2024;01:09;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;22:18;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;22:12;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;22:06;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;22:00;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;21:54;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;21:38;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;19:02;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;18:56;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;18:50;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;18:39;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;17:42;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;16:56;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;10:12;A 44;1;0;0;0;0;0;0;0;0
17.04.2024;04:52;A 44;1;0;0;0;0;0;0;0;0
