Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;D41Z;D41B;D42Z;D42B;H75_M1_736Z;H75_M1_736B;AH75/HH81_M2_7XZ;AH75/HH81_M2_7XB;AD75/HD81_M2_7XZ;AD75/HD81_M2_7XB;AH81_M4_738Z;AH81_M4_738B;AH81_M5_769Z;AH81_M5_769B;AD81_M5_769Z;AD81_M5_769B;AH75_M7_770Z;AH75_M7_770B;T1_T2Z;T1_T2B;T5_T6Z;T5_T6B;T7_T8Z;T7_T8B;T11_T12Z;T11_T12B
18.04.2024;01:29;A  7;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2024;01:22;A  7;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2024;01:16;A  7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2024;01:10;A  7;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;22:19;A  7;1;6;7;1;1;0;0;1;1;0;0;1;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;22:13;A  7;1;4;3;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
17.04.2024;22:07;A  7;1;3;2;2;1;2;2;1;0;2;3;1;2;0;0;1;2;0;0;0;0;2;3;0;0;0;0;0;0;0;0
17.04.2024;22:01;A  7;1;4;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;21:55;A  7;1;3;2;3;3;3;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;21:39;A  7;1;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;4;0;0;0;0
17.04.2024;19:03;A  7;1;5;3;2;1;5;6;3;1;1;2;0;0;0;0;0;0;2;3;0;0;0;0;1;1;0;0;0;0;0;0
17.04.2024;18:57;A  7;1;3;2;2;1;3;2;1;1;0;0;0;0;0;0;1;2;1;2;0;0;0;0;0;0;0;0;2;4;1;2
17.04.2024;18:51;A  7;1;7;4;2;2;3;2;1;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;3;7;0;0;0;0
17.04.2024;18:40;A  7;1;7;6;4;3;3;3;2;2;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;2;1;2;0;0;1;4
17.04.2024;16:57;A  7;1;11;10;3;3;7;6;2;2;0;0;2;3;0;0;2;3;0;0;0;0;1;2;4;9;0;0;1;2;1;2
17.04.2024;04:53;A  7;1;4;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
