Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D21Z;D21B;D31Z;D31B;D41Z;D41B;D42Z;D42B;H57_M1_1137Z;H57_M1_1137B;A57_M2_1138Z;A57_M2_1138B;H53_M3_3006Z;H53_M3_3006B;A53_M5_3007Z;A53_M5_3007B;H53_M6_1140Z;H53_M6_1140B;D43Z;D43B;Power_onZ;Power_onB;Fiber_reserveZ;Fiber_reserveB;LLB-TestZ;LLB-TestB;SyncZ;SyncB;foultZ;foultB
18.04.2024;01:29;A  5;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
18.04.2024;01:22;A  5;1;0;0;1;1;0;0;0;100;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
18.04.2024;01:16;A  5;1;0;0;0;0;1;21;0;100;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
18.04.2024;01:10;A  5;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
17.04.2024;22:19;A  5;1;0;0;0;0;0;0;0;100;2;33;4;5;2;3;0;0;2;3;;;0;0;0;0;;;0;0;;;;;;
17.04.2024;22:13;A  5;1;1;1;1;1;0;0;0;100;0;0;3;7;0;0;0;0;0;0;;;1;2;0;0;;;0;0;;;;;;
17.04.2024;22:07;A  5;1;0;0;1;1;1;2;0;100;0;0;2;4;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
17.04.2024;22:01;A  5;1;0;0;1;1;0;0;0;100;1;10;3;4;2;3;0;0;2;3;;;0;0;0;0;;;0;0;;;;;;
17.04.2024;21:55;A  5;1;2;34;4;5;0;0;0;100;1;11;3;4;0;0;0;0;0;0;;;1;2;0;0;;;0;0;;;;;;
17.04.2024;21:39;A  5;1;0;0;0;0;0;0;0;100;1;8;3;7;0;0;0;0;0;0;;;2;3;0;0;;;0;0;;;;;;
17.04.2024;19:03;A  5;1;1;1;3;22;0;0;0;100;0;0;10;43;0;0;0;0;0;0;;;1;2;0;0;;;0;0;;;;;;
17.04.2024;18:57;A  5;1;2;99;5;100;1;1;0;100;2;3;3;3;0;0;0;0;0;0;;;3;5;0;0;;;0;0;;;;;;
17.04.2024;18:51;A  5;1;2;27;3;17;0;0;0;100;1;24;7;52;0;0;0;0;1;2;;;0;0;0;0;;;0;0;;;;;;
17.04.2024;18:40;A  5;1;1;8;3;12;0;0;0;100;3;24;12;18;2;2;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
17.04.2024;16:57;A  5;1;2;26;2;96;1;1;0;100;3;20;9;28;1;2;0;0;1;2;;;0;0;0;0;;;0;0;;;;;;
17.04.2024;04:53;A  5;1;0;0;0;0;0;0;0;100;0;0;1;1;0;0;0;0;0;0;;;1;2;0;0;;;0;0;;;;;;
