Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;V23Z;V23B;V24Z;V24B;D50Z;D50B;D51Z;D51B;D52Z;D52B;V53Z;V53B;V54Z;V54B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;V85Z;V85B;D110Z;D110B;D111Z;D111B;D112Z;D112B;V113Z;V113B;V114Z;V114B;V115Z;V115B;T32Z;T32B;T32bZ;T32bB;T35bZ;T35bB;T38Z;T38B;T38bZ;T38bB;T41bZ;T41bB;T35Z;T35B;T41Z;T41B
18.04.2024;01:28;A 17;1;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2024;01:21;A 17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2024;01:15;A 17;1;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2024;01:09;A 17;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;22:18;A 17;1;3;1;2;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10;65;0;0;2;70;0;0;0;0;0;0;3;65;1;67;0;74;1;2;1;7;1;1;0;0;1;1;0;0;3;6;0;0;0;0;0;0
17.04.2024;22:12;A 17;1;0;0;2;13;0;0;0;0;0;0;2;24;1;4;3;7;1;2;6;15;0;0;3;31;0;0;0;0;0;0;1;64;0;0;1;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;22:06;A 17;1;1;0;1;10;0;0;0;0;2;2;2;47;0;0;2;23;0;0;1;49;1;4;2;27;0;0;0;0;0;0;9;14;1;0;3;42;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0
17.04.2024;22:00;A 17;1;1;0;3;14;0;0;0;0;0;0;1;0;0;0;1;2;0;0;7;38;0;0;4;37;0;0;0;0;0;0;2;18;0;0;2;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;21:54;A 17;1;3;1;4;57;1;1;0;0;0;0;0;0;1;0;0;0;0;0;5;32;1;4;5;34;0;0;1;6;0;0;5;31;1;14;2;39;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
17.04.2024;21:38;A 17;1;3;2;2;15;0;0;0;0;0;0;2;2;3;18;2;7;1;14;1;45;0;0;3;17;0;0;0;0;0;0;2;44;0;0;1;50;0;0;0;0;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0
17.04.2024;19:02;A 17;1;0;0;3;24;0;0;0;0;0;0;2;50;3;1;3;17;0;0;7;45;2;40;1;64;2;48;2;16;0;0;3;79;2;76;2;86;2;55;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;18:56;A 17;1;4;3;0;100;1;1;0;0;2;2;4;70;3;77;2;60;2;39;7;77;3;77;0;100;1;89;1;21;0;0;6;22;4;36;0;32;0;45;4;39;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
17.04.2024;18:50;A 17;1;3;0;2;58;0;0;0;0;2;2;5;36;2;74;2;29;1;5;14;47;0;0;1;91;0;0;0;0;0;0;8;47;2;49;1;70;2;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;18:39;A 17;1;2;6;2;14;2;7;0;0;0;0;2;26;0;47;2;21;0;0;7;63;0;0;3;86;0;0;0;0;0;0;7;11;1;3;0;69;1;21;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;16:56;A 17;1;2;1;1;97;0;0;1;63;1;1;3;69;1;42;2;33;1;2;10;74;1;23;1;99;1;26;1;9;0;0;7;83;4;47;0;100;5;26;3;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;10:12;A 17;1;4;2;5;31;1;2;0;0;1;0;1;1;2;73;1;4;2;76;14;58;1;1;0;100;1;2;1;2;0;0;2;52;0;0;1;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;04:52;A 17;1;0;0;0;0;0;0;0;0;0;0;1;18;0;0;1;4;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
