Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;D23Z;D23B;V24Z;V24B;V25Z;V25B;D51Z;D51B;V52Z;V52B;V81Z;V81B;V82Z;V82B;D83Z;D83B;V91Z;V91B;V92Z;V92B;V101Z;V101B;V111Z;V111B;V112Z;V112B;TF32Z;TF32B;TF32aZ;TF32aB;TF35Z;TF35B;TF35aZ;TF35aB;TF38Z;TF38B;TF38aZ;TF38aB;TF40Z;TF40B;TF40aZ;TF40aB;TF41Z;TF41B;TF41aZ;TF41aB;V1_4_StoerZ;V1_4_StoerB;V123Z;V123B;V121Z;V121B;V122Z;V122B;V5_StoerZ;V5_StoerB
18.04.2024;01:28;A 67;1;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
18.04.2024;01:21;A 67;1;0;0;2;18;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;10;0;0;0;0;2;4;1;4;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23;;;;;;;;
18.04.2024;01:15;A 67;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
18.04.2024;01:09;A 67;1;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;22;1;4;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
17.04.2024;22:18;A 67;1;0;0;3;24;0;0;0;0;0;0;0;0;0;0;2;6;1;1;1;10;3;4;2;10;1;35;1;6;2;7;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;;;;;;;;
17.04.2024;22:12;A 67;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;40;2;3;2;8;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;28;;;;;;;;
17.04.2024;22:06;A 67;1;0;0;1;29;0;0;0;0;1;0;1;4;0;0;3;12;1;1;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;85;;;;;;;;
17.04.2024;22:00;A 67;1;0;0;2;58;0;0;0;0;0;0;0;0;0;0;2;1;0;0;2;56;5;8;3;18;0;0;1;2;3;9;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;49;;;;;;;;
17.04.2024;21:54;A 67;1;0;0;2;36;0;0;0;0;0;0;0;0;0;0;2;6;1;1;3;10;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;;;;;;;;
17.04.2024;21:38;A 67;1;0;0;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;5;0;0;0;0;2;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
17.04.2024;19:02;A 67;1;0;0;2;44;0;0;0;0;0;0;0;0;0;0;2;4;;;2;72;;;3;45;2;76;2;47;7;36;4;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.04.2024;18:56;A 67;1;0;0;1;43;0;0;3;59;3;58;2;17;0;0;3;28;;;1;59;;;3;14;1;59;1;5;4;9;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.04.2024;18:50;A 67;1;0;0;1;72;0;0;1;51;1;51;0;8;0;0;2;64;;;1;81;;;4;33;1;65;2;14;9;27;3;9;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;;;;;;;;;;
17.04.2024;18:39;A 67;1;0;0;1;35;0;0;0;100;0;100;1;68;0;0;2;30;;;1;78;;;2;11;1;93;1;4;2;4;1;4;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.04.2024;17:42;A 67;1;0;0;7;74;1;2;0;100;0;100;0;100;0;0;5;26;;;9;25;;;3;19;1;97;1;29;5;16;1;5;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.04.2024;16:56;A 67;1;0;0;1;55;1;4;3;85;3;82;2;37;0;0;5;38;;;8;59;;;6;39;2;75;2;46;8;22;3;8;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;3;0;0;;;;;;;;;;
17.04.2024;10:12;A 67;1;0;0;1;75;0;0;2;61;2;61;7;12;0;0;3;84;;;2;30;;;4;21;6;76;1;64;6;15;5;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.04.2024;04:52;A 67;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;;;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.04.2024;04:47;A 67;1;0;0;0;0;0;0;0;43;0;42;0;0;0;0;1;0;;;1;10;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
