Datum;Uhrzeit;Bezeichnung;Intervall;TF32_AFZ;TF32_AFB;TB32_AFZ;TB32_AFB;TF32a_AFZ;TF32a_AFB;TB32a_AFZ;TB32a_AFB
18.04.2024;01:28;A 93;1;0;0;0;0;0;0;0;0
18.04.2024;01:21;A 93;1;0;0;0;0;0;0;0;0
18.04.2024;01:15;A 93;1;0;0;0;0;0;0;0;0
18.04.2024;01:09;A 93;1;0;0;0;0;0;0;0;0
17.04.2024;22:18;A 93;1;0;0;0;0;0;0;0;0
17.04.2024;22:12;A 93;1;0;0;0;0;0;0;0;0
17.04.2024;22:06;A 93;1;0;0;0;0;0;0;0;0
17.04.2024;22:00;A 93;1;0;0;0;0;0;0;0;0
17.04.2024;21:54;A 93;1;0;0;0;0;0;0;0;0
17.04.2024;21:38;A 93;1;0;0;0;0;0;0;0;0
17.04.2024;19:02;A 93;1;0;0;0;0;0;0;0;0
17.04.2024;18:56;A 93;1;0;0;0;0;0;0;0;0
17.04.2024;18:50;A 93;1;0;0;0;0;0;0;0;0
17.04.2024;18:39;A 93;1;0;0;0;0;0;0;0;0
17.04.2024;17:42;A 93;1;0;0;0;0;0;0;0;0
17.04.2024;16:56;A 93;1;2;3;0;0;0;0;0;0
