Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;V23Z;V23B;V24Z;V24B;D51Z;D51B;V52Z;V52B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;D111Z;D111B;V112Z;V112B;D95Z;D95B;D911Z;D911B;TF32Z;TF32B;TF35Z;TF35B;TF38Z;TF38B;TF41Z;TF41B;TBS32Z;TBS32B;TBS35Z;TBS35B;TBS38Z;TBS38B;TBS41Z;TBS41B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB;V3_StoerZ;V3_StoerB;V4_StoerZ;V4_StoerB
18.04.2024;01:28;A 84;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;5;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
18.04.2024;01:21;A 84;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
18.04.2024;01:15;A 84;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;2;12;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
18.04.2024;01:09;A 84;1;2;4;0;0;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
17.04.2024;22:18;A 84;1;1;5;0;0;1;7;0;0;0;0;0;0;1;0;0;0;1;8;0;0;2;2;0;11;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
17.04.2024;22:12;A 84;1;1;0;0;0;1;5;0;0;3;20;2;17;1;16;0;0;1;30;0;0;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
17.04.2024;22:06;A 84;1;1;1;0;0;1;9;0;0;0;0;0;0;3;2;0;0;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
17.04.2024;22:00;A 84;1;5;7;0;0;2;28;0;0;0;0;0;0;3;3;0;0;2;27;0;0;2;25;2;11;2;4;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;;;;;;;;
17.04.2024;21:54;A 84;1;3;12;3;5;2;25;2;8;1;23;1;13;4;5;0;0;2;29;0;0;1;3;1;13;1;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
17.04.2024;21:38;A 84;1;3;28;0;0;2;50;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
17.04.2024;19:02;A 84;1;5;4;0;0;2;18;0;0;1;58;1;5;6;5;0;0;5;20;0;0;1;74;2;17;15;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
17.04.2024;18:56;A 84;1;9;8;2;2;5;39;2;8;0;0;0;0;7;6;0;0;5;25;0;0;2;31;3;14;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;
17.04.2024;18:50;A 84;1;8;7;0;0;2;29;0;0;0;0;0;0;4;18;1;15;3;29;1;3;1;4;1;24;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
17.04.2024;18:39;A 84;1;11;66;2;53;0;94;1;51;0;0;0;0;6;54;0;0;4;39;0;0;1;23;3;17;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
17.04.2024;17:42;A 84;1;9;60;0;0;0;85;0;0;1;3;1;5;3;2;0;0;3;10;0;0;1;19;0;28;6;7;2;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;;;;;;;;
17.04.2024;16:56;A 84;1;10;26;0;0;3;38;0;0;1;32;2;8;3;2;0;0;3;11;0;0;1;83;2;71;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
17.04.2024;10:12;A 84;1;3;20;0;0;1;33;1;22;0;48;0;0;4;47;0;0;2;57;0;0;0;0;0;0;12;3;1;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;;;;;;;
17.04.2024;04:52;A 84;1;2;15;0;0;3;26;0;0;0;0;0;0;1;0;0;0;1;5;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
17.04.2024;04:47;A 84;1;1;0;0;0;2;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
