Datum;Uhrzeit;Bezeichnung;Intervall;TF31Z;TF31B;TF33Z;TF33B;TBS31Z;TBS31B;TBS32Z;TBS32B;TBS33Z;TBS33B;TS55Z;TS55B;TS57Z;TS57B;VD21Z;VD21B;VD22Z;VD22B;VD81Z;VD81B;VD82Z;VD82B;VD521Z;VD521B
18.04.2024;01:28;A 62;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2024;01:21;A 62;1;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2024;01:15;A 62;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2024;01:09;A 62;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;22:18;A 62;1;2;4;3;7;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;22:12;A 62;1;0;0;0;0;5;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;22:06;A 62;1;9;11;3;4;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;22:00;A 62;1;2;2;2;3;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;21:54;A 62;1;1;2;0;0;4;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;21:38;A 62;1;3;14;2;2;5;18;0;0;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;19:02;A 62;1;10;28;6;12;2;23;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;18:56;A 62;1;8;44;1;3;2;16;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
17.04.2024;18:50;A 62;1;5;41;2;3;2;66;2;91;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;18:39;A 62;1;3;14;1;2;4;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;17:42;A 62;1;8;29;3;10;7;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;16:56;A 62;1;11;43;8;33;0;100;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0
17.04.2024;10:12;A 62;1;4;13;3;5;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;04:52;A 62;1;2;8;2;11;2;17;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;04:47;A 62;1;0;0;0;0;2;22;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
