Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;V15Z;V15B;V16Z;V16B;V17Z;V17B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D24Z;D24B;V26Z;V26B;V27Z;V27B;V28Z;V28B;V29Z;V29B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D34Z;D34B;V36Z;V36B;V37Z;V37B;V38Z;V38B;V39Z;V39B;V40Z;V40B;V41Z;V41B;V42Z;V42B;D43Z;D43B;V45Z;V45B;V46Z;V46B;V47Z;V47B;V48Z;V48B
18.04.2024;01:29;A 36;1;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;39;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;1;12;2;1;0;0;0;0;1;6
18.04.2024;01:22;A 36;1;3;10;1;14;0;0;0;0;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2024;01:16;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2024;01:10;A 36;1;0;0;1;31;2;14;0;0;3;31;2;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;22:19;A 36;1;1;40;1;40;4;29;1;2;1;52;2;45;1;20;0;0;1;16;0;0;0;0;0;0;1;13;0;0;0;0;0;0;1;18;2;51;1;29;0;0;2;25;2;24;2;14;0;0;2;54;3;30;1;42;1;2;2;19;4;80;1;47
17.04.2024;22:13;A 36;1;27;17;1;29;0;0;1;13;1;41;1;32;1;8;0;0;0;20;0;0;1;9;0;0;2;3;1;4;1;8;0;0;0;0;0;0;1;45;0;0;0;0;2;15;2;23;0;0;1;39;1;15;0;0;2;6;2;38;1;18;0;0
17.04.2024;22:07;A 36;1;2;33;2;38;0;0;0;0;1;77;1;2;0;0;0;0;1;15;0;0;1;89;1;0;1;11;1;4;2;54;1;54;1;9;0;0;1;2;1;10;2;14;0;0;0;2;0;0;2;2;0;0;2;89;2;14;1;11;2;8;1;86
17.04.2024;22:01;A 36;1;1;0;3;15;0;100;0;0;3;38;0;0;0;0;0;0;0;2;0;0;1;64;0;0;1;0;1;4;1;4;0;0;1;10;0;0;0;0;0;0;1;10;0;0;0;0;0;0;3;48;4;7;1;45;1;6;1;13;1;22;2;10
17.04.2024;21:55;A 36;1;1;3;3;86;1;3;0;0;2;81;1;84;0;0;1;12;0;0;0;0;1;14;1;11;1;2;1;4;1;4;0;0;2;55;2;55;3;64;0;0;2;76;4;44;2;33;0;0;0;46;0;0;1;37;2;6;0;0;0;0;1;4
17.04.2024;21:39;A 36;1;0;0;2;3;0;0;0;0;3;24;0;0;0;0;0;0;0;0;0;0;1;44;0;0;0;0;1;1;1;5;2;68;0;0;0;0;1;6;2;21;1;5;1;10;1;11;0;0;2;18;1;15;1;4;1;9;2;22;2;19;1;19
17.04.2024;19:03;A 36;1;0;0;0;99;1;21;0;100;1;86;1;8;1;98;0;0;4;6;1;1;2;72;1;4;3;16;2;8;0;74;1;23;0;99;1;95;1;19;1;5;1;34;0;2;1;6;0;0;1;0;2;8;2;89;0;0;2;3;1;93;3;93
17.04.2024;18:57;A 36;1;2;3;3;31;2;1;1;77;5;20;2;8;2;57;0;12;1;1;4;31;1;65;0;0;2;36;4;20;1;21;4;70;2;87;1;73;2;83;3;80;3;77;2;9;2;32;0;0;4;22;4;3;2;19;0;0;4;27;4;13;3;15
