Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D41Z;D41B;D42Z;D42B;T1Z;T1B;T2Z;T2B;T3Z;T3B;T4Z;T4B
18.04.2024;01:29;A 19;1;1;26;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2024;01:22;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2024;01:16;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2024;01:10;A 19;1;1;1;0;0;0;0;0;0;2;12;0;0;0;0
17.04.2024;22:19;A 19;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;22:13;A 19;1;1;54;1;30;0;32;0;0;0;0;0;0;0;0
17.04.2024;22:07;A 19;1;1;82;2;73;0;0;0;0;0;0;0;0;1;2
17.04.2024;22:01;A 19;1;1;43;0;0;1;2;0;0;0;0;0;0;0;0
17.04.2024;21:55;A 19;1;0;0;1;55;1;25;0;0;0;0;0;0;0;0
17.04.2024;21:39;A 19;1;1;74;1;57;0;0;0;0;0;0;1;1;0;0
17.04.2024;19:03;A 19;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0
17.04.2024;18:57;A 19;1;2;17;4;56;0;0;0;0;0;0;0;0;0;0
17.04.2024;18:51;A 19;1;0;0;0;0;1;33;0;0;1;3;0;0;0;0
17.04.2024;18:40;A 19;1;3;91;5;73;1;21;0;0;1;3;0;0;0;0
17.04.2024;16:57;A 19;1;3;16;5;81;0;0;2;3;2;5;0;0;2;2
17.04.2024;10:13;A 19;1;3;34;2;44;3;49;2;1;0;0;0;0;0;0
17.04.2024;04:53;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
