Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;T32Z;T32B;TB32Z;TB32B;V51Z;V51B;ST55Z;ST55B;TB33Z;TB33B;VK1_3StoerZ;VK1_3StoerB
18.04.2024;01:28;A 39;1;;;0;0;1;8;0;0;0;0;0;0;0;0;0;0
18.04.2024;01:21;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2024;01:15;A 39;1;;;2;8;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2024;01:09;A 39;1;;;0;0;2;2;0;0;0;0;0;0;0;0;0;0
17.04.2024;22:18;A 39;1;;;1;13;3;12;0;0;0;0;0;0;0;0;0;0
17.04.2024;22:12;A 39;1;;;3;10;4;10;0;0;0;0;0;0;0;0;0;0
17.04.2024;22:06;A 39;1;;;1;2;0;0;1;10;0;0;0;0;0;0;0;0
17.04.2024;22:00;A 39;1;;;1;14;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;21:54;A 39;1;;;2;16;2;4;0;0;0;0;0;0;0;0;0;0
17.04.2024;21:38;A 39;1;;;2;23;1;9;0;0;0;0;0;0;0;0;0;0
17.04.2024;19:02;A 39;1;;;3;40;4;27;0;0;0;0;0;0;0;0;0;0
17.04.2024;18:56;A 39;1;;;1;37;5;19;1;6;0;0;0;0;0;0;0;0
17.04.2024;18:50;A 39;1;;;5;57;1;2;1;9;0;0;0;0;0;0;0;0
17.04.2024;18:39;A 39;1;;;3;20;5;47;0;0;0;0;0;0;0;0;0;0
17.04.2024;17:42;A 39;1;;;1;63;1;26;0;0;0;0;0;0;0;0;0;0
17.04.2024;16:56;A 39;1;;;2;48;3;19;1;11;0;0;0;0;0;0;0;0
17.04.2024;10:12;A 39;1;;;5;40;7;51;0;0;0;0;0;0;0;0;0;0
17.04.2024;04:52;A 39;1;;;0;0;1;7;0;0;0;0;0;0;0;0;0;0
