Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;V23Z;V23B;V24Z;V24B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;D111Z;D111B;D112Z;D112B;V113Z;V113B;V114Z;V114B;D115Z;D115B;TF41Z;TF41B;TBS41Z;TBS41B;EG23Z;EG23B;EG24Z;EG24B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB;V3_StoerZ;V3_StoerB;FW_AnfoZ;FW_AnfoB
16.03.2025;01:00;A 24;1;1;30;1;0;0;6;3;3;2;2;3;3;1;10;1;10;13;9;0;18;1;13;2;3;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:59;A 24;1;2;1;0;0;2;11;0;0;1;1;0;0;0;0;0;0;1;16;1;6;2;7;2;9;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:58;A 24;1;1;0;1;0;1;4;1;5;1;2;1;0;5;20;0;0;0;0;1;23;0;0;1;4;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:57;A 24;1;1;4;3;3;1;4;8;13;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:56;A 24;1;1;22;1;1;2;12;3;5;2;10;2;2;4;10;2;10;1;23;0;0;1;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:55;A 24;1;2;10;0;0;3;11;0;0;0;0;0;0;0;0;0;0;2;23;0;0;4;8;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:54;A 24;1;3;3;0;0;5;12;0;0;0;0;2;1;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:53;A 24;1;4;3;0;0;2;16;1;1;1;1;2;2;2;7;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:52;A 24;1;2;2;4;4;2;11;2;14;0;0;1;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:51;A 24;1;0;0;1;1;1;3;4;4;0;0;0;0;0;0;0;0;0;0;1;18;0;0;1;7;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:50;A 24;1;3;3;1;1;4;19;3;4;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:49;A 24;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:48;A 24;1;2;1;1;0;5;11;1;3;3;3;3;2;3;18;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:47;A 24;1;1;1;0;0;1;6;0;0;1;0;1;1;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:46;A 24;1;0;0;0;0;0;0;0;0;3;3;1;1;1;12;1;2;1;9;1;27;3;5;2;7;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:45;A 24;1;1;9;0;0;3;4;0;0;1;24;0;0;2;5;0;0;0;15;1;20;0;0;1;6;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:44;A 24;1;1;1;1;1;2;5;1;7;2;1;1;0;1;8;1;1;1;15;0;0;2;4;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:43;A 24;1;1;29;0;0;0;4;0;0;1;0;0;0;1;2;0;0;4;1;2;43;2;2;3;13;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:42;A 24;1;0;0;0;0;1;4;0;0;0;0;3;2;2;3;3;8;8;4;1;9;0;0;2;12;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:41;A 24;1;2;1;2;1;4;8;2;9;1;0;1;1;1;6;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:40;A 24;1;1;1;1;1;1;8;2;5;1;0;2;1;1;7;2;8;1;9;1;23;1;4;3;10;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:39;A 24;1;1;1;0;0;3;6;1;0;0;0;0;0;0;0;0;0;0;0;1;25;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:38;A 24;1;3;3;1;1;2;15;2;8;1;0;1;0;1;6;1;4;0;0;1;21;0;0;3;7;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:37;A 24;1;1;1;1;0;1;6;1;3;1;1;1;0;1;8;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:36;A 24;1;5;20;2;1;5;28;3;7;1;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:35;A 24;1;1;0;0;0;2;13;0;0;1;0;1;0;1;4;1;2;2;22;3;66;1;4;3;15;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:34;A 24;1;1;4;0;0;3;8;0;0;0;0;1;0;0;0;1;2;1;21;0;0;1;4;1;5;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:33;A 24;1;1;13;1;3;3;5;2;5;0;0;3;4;0;0;3;25;0;71;1;15;0;0;1;8;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:32;A 24;1;1;1;0;0;1;7;0;0;1;0;3;4;1;6;2;13;1;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:31;A 24;1;0;0;0;0;0;0;0;0;0;11;1;10;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:30;A 24;1;1;14;3;29;3;12;2;10;1;11;2;30;1;8;3;15;0;0;2;63;0;0;3;11;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:29;A 24;1;2;29;0;0;3;13;2;3;0;0;0;0;0;0;0;0;0;0;2;40;0;0;2;15;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:28;A 24;1;2;2;0;0;4;15;0;0;0;0;1;1;0;0;2;8;0;0;2;35;0;0;2;24;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:27;A 24;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:26;A 24;1;3;17;4;3;5;24;4;12;1;0;0;0;1;5;0;0;0;0;2;18;0;0;1;6;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:25;A 24;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;6;1;26;0;0;3;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:24;A 24;1;2;2;2;1;3;18;5;6;0;0;3;3;0;0;2;17;0;0;1;18;0;0;1;10;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:23;A 24;1;3;3;1;0;2;14;1;4;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:22;A 24;1;1;1;0;0;3;7;0;0;2;3;2;15;3;15;3;19;1;18;0;7;1;9;2;3;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:21;A 24;1;0;0;1;0;0;0;1;3;0;0;1;1;0;0;2;7;0;0;1;17;0;0;3;9;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:20;A 24;1;2;2;1;1;3;13;1;1;1;1;1;1;1;8;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:19;A 24;1;1;1;1;0;1;7;2;6;2;4;1;20;2;16;1;6;2;22;0;0;2;14;1;4;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:18;A 24;1;2;1;2;23;2;9;5;10;1;0;1;1;0;0;1;1;1;22;1;0;5;5;4;9;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:17;A 24;1;3;2;0;0;3;8;0;0;1;0;1;1;1;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:16;A 24;1;2;1;0;0;5;16;0;0;1;7;0;0;1;8;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:15;A 24;1;3;3;1;1;1;19;2;6;0;0;1;23;0;0;1;7;2;44;0;0;4;10;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:14;A 24;1;2;2;3;3;5;12;5;12;1;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:13;A 24;1;3;13;1;1;3;26;2;4;1;1;0;0;2;6;0;0;0;0;1;22;0;0;1;5;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:12;A 24;1;2;2;1;1;1;13;1;5;2;2;2;3;3;20;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:11;A 24;1;1;0;1;0;1;3;3;3;1;1;1;1;1;7;1;4;1;50;1;29;1;3;1;3;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:10;A 24;1;1;1;2;31;2;3;3;19;4;4;2;2;6;27;1;5;0;0;2;32;0;0;4;29;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:09;A 24;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:08;A 24;1;2;17;1;23;2;17;0;5;1;0;1;1;1;5;1;2;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:07;A 24;1;3;3;0;0;1;14;1;1;0;0;0;0;0;0;0;0;1;42;1;24;1;6;2;7;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:06;A 24;1;1;1;2;24;3;12;2;9;2;1;1;0;2;8;0;0;0;0;1;27;1;2;1;5;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:05;A 24;1;4;28;2;19;2;45;4;31;3;3;2;3;1;18;3;17;0;0;1;18;0;0;1;6;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:04;A 24;1;5;6;2;1;1;21;3;8;0;0;2;1;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:03;A 24;1;3;3;2;2;5;8;4;9;2;1;2;1;2;9;1;4;0;23;1;9;0;0;2;10;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:02;A 24;1;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;4;1;2;0;0;2;4;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:01;A 24;1;1;1;0;0;1;6;0;0;1;1;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
16.03.2025;00:00;A 24;1;2;17;2;1;2;12;4;6;1;0;0;0;1;5;0;0;1;0;2;24;0;0;2;11;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:59;A 24;1;3;2;3;2;1;8;3;5;1;1;0;0;1;8;0;0;1;22;0;0;1;4;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:58;A 24;1;2;1;4;4;3;9;8;25;0;0;4;4;0;0;5;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:57;A 24;1;0;0;1;1;1;1;2;2;1;0;2;1;1;6;2;6;0;0;1;19;0;0;2;6;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:56;A 24;1;3;3;3;3;3;20;6;11;1;1;2;6;1;8;3;11;0;0;1;28;0;0;2;7;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:55;A 24;1;4;3;1;1;4;20;1;4;1;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:54;A 24;1;2;2;1;0;3;24;1;4;3;5;2;1;1;14;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:53;A 24;1;1;0;1;6;2;8;2;2;2;23;0;0;4;27;0;0;1;22;0;0;2;5;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:52;A 24;1;2;2;1;29;2;10;2;4;1;0;3;3;1;5;3;12;0;0;1;22;0;0;2;7;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:51;A 24;1;4;3;1;1;6;23;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:50;A 24;1;1;0;1;0;1;8;3;5;1;1;2;2;2;12;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:49;A 24;1;1;5;0;0;0;8;0;0;2;2;1;1;2;10;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:48;A 24;1;0;0;1;19;1;4;0;19;1;1;1;1;2;7;1;2;0;0;2;23;0;0;1;30;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:47;A 24;1;0;0;2;16;0;0;7;20;0;0;0;0;0;0;0;0;2;10;1;0;2;19;1;4;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:46;A 24;1;2;1;1;1;2;8;3;3;0;0;2;2;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:45;A 24;1;4;8;2;6;7;30;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:44;A 24;1;3;3;1;0;2;20;1;4;1;28;0;0;0;6;0;0;0;0;3;71;0;0;1;42;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:43;A 24;1;0;0;0;0;0;0;0;0;2;2;2;2;3;17;2;8;1;17;1;39;2;4;3;18;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:42;A 24;1;4;4;1;1;4;16;0;4;1;14;2;17;1;10;2;8;0;0;1;18;0;0;1;8;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:41;A 24;1;5;7;4;3;9;26;7;13;2;2;1;1;1;14;2;5;0;0;1;20;0;0;0;3;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:40;A 24;1;2;38;1;46;2;39;1;3;0;0;2;1;0;0;2;3;0;0;2;29;0;0;2;30;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:39;A 24;1;1;1;1;11;2;8;3;4;0;0;1;1;0;0;1;5;1;35;1;9;1;3;1;6;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:38;A 24;1;3;6;5;5;1;15;3;15;1;1;4;6;1;9;3;18;1;28;0;11;1;7;1;3;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:37;A 24;1;5;5;1;0;3;24;1;4;0;0;2;2;0;0;2;9;0;0;1;12;0;0;1;8;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:36;A 24;1;1;1;0;0;2;7;0;0;0;0;3;7;0;0;2;21;1;1;0;0;1;13;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:35;A 24;1;2;2;0;0;4;10;0;0;1;1;1;0;0;1;2;3;0;0;2;52;1;3;2;12;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:34;A 24;1;2;2;3;3;3;16;2;12;3;36;1;30;2;50;1;8;0;0;1;25;0;0;1;8;0;0;0;0;0;0;0;0;;;;;;;;;;
15.03.2025;23:33;A 24;1;3;3;1;1;4;20;1;6;0;0;1;1;0;0;1;4;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
